Run,Antibiogram,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Plasmid(s)_found,Platform,ReleaseDate,Sample Name,Sequence_Type,SRA Study,STRAIN,Host_disease,Host
SRR21096709,GEN-STR-SSS-SXT-TET,WGS,300,348382772,PRJNA756559,SAMN27525064,Pathogen.env,153870377,NML,NML,31/07/2016,public,"realign,sra,fastq,wgmlst_sig","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX17110642,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03777,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03777,131,SRP378977,57,,
SRR21096710,AMP-GEN-STR-SSS-TET,WGS,300,359330790,PRJNA756559,SAMN27524945,Pathogen.env,161138867,NML,NML,31/07/2015,public,"sra,fastq,realign,wgmlst_sig","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX17110641,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03497,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncA/C2, IncFIB(AP001918), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03497,963,SRP378977,1564,,
SRR21096711,GEN-STR-SSS,WGS,300,544885733,PRJNA756559,SAMN27524766,Pathogen.env,252933962,NML,NML,31/07/2017,public,"realign,sra,wgmlst_sig,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX17110640,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01493,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col8282, IncFIB(AP001918), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-01493,131,SRP378977,57,,
SRR21096712,GEN-STR-SSS-SXT-TET,WGS,300,372678803,PRJNA756559,SAMN27524973,Pathogen.env,164203581,NML,NML,31/07/2016,public,"realign,wgmlst_sig,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX17110639,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03525,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIB(AP001918),ILLUMINA,2022-08-17T00:00:00Z,N18-03525,9528,SRP378977,117,,
SRR21096713,AMC-AMP-FOX-CRO-GEN-STR-SSS-TET,WGS,300,305177266,PRJNA756559,SAMN27524705,Pathogen.env,137263627,NML,NML,31/07/2017,public,"fastq,realign,wgmlst_sig,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX17110638,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01206,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncFII, IncHI2, IncHI2A",ILLUMINA,2022-08-17T00:00:00Z,N18-01206,542,SRP378977,648,,
SRR21096714,CIP-GEN-MXF-SXT,WGS,298,206341076,PRJNA756559,SAMN27524823,Pathogen.cl,91855426,NML,NML,30/07/2015,public,"sra,realign,wgmlst_sig,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX17110637,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-02237,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), Col156, IncFIA, IncFII(pRSB107)",ILLUMINA,2022-08-17T00:00:00Z,N18-02237,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096715,GEN-STR-SSS,WGS,300,430110511,PRJNA756559,SAMN27525059,Pathogen.env,190038834,NML,NML,31/07/2016,public,"fastq,realign,sra,wgmlst_sig","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX17110636,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03772,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIB(AP001918),ILLUMINA,2022-08-17T00:00:00Z,N18-03772,328,SRP378977,131,,
SRR21096716,CFZ-CIP-GEN-MXF,WGS,300,502989802,PRJNA756559,SAMN27524841,Pathogen.cl,221662324,NML,NML,31/07/2016,public,"wgmlst_sig,realign,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX17110635,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,human,Not collected,N18-02255,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), IncFII(29)",ILLUMINA,2022-08-17T00:00:00Z,N18-02255,131,SRP378977,405,E. coli gastroenteritis,Homo sapiens
SRR21096717,AMP-GEN-STR-SSS-SXT-TET,WGS,300,414390791,PRJNA756559,SAMN27525033,Pathogen.env,184681415,NML,NML,31/07/2016,public,"realign,sra,wgmlst_sig,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX17110634,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03585,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03585,117,SRP378977,38,,
SRR21096718,GEN-MXF-SXT,WGS,298,200526753,PRJNA756559,SAMN27524783,Pathogen.cl,89109078,NML,NML,31/07/2014,public,"sra,wgmlst_sig,fastq,realign","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX17110633,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-02197,PAIRED,RANDOM,GENOMIC,Escherichia coli,None,ILLUMINA,2022-08-17T00:00:00Z,N18-02197,1193,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096719,DOX-GEN,WGS,295,402162792,PRJNA756559,SAMN27524891,Pathogen.cl,187211849,NML,NML,31/07/2017,public,"realign,sra,wgmlst_sig,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX17110632,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-03386,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), IncFIA, IncFII(pRSB107)",ILLUMINA,2022-08-17T00:00:00Z,N18-03386,Undetermined,SRP378977,69,E. coli gastroenteritis,Homo sapiens
SRR21096720,ATM-CFZ-FEP-CAZ-CRO-CIP-DOX-GEN-MXF-SXT,WGS,294,367525451,PRJNA756559,SAMN27524896,Pathogen.cl,173291785,NML,NML,31/07/2017,public,"realign,fastq,sra,wgmlst_sig","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX17110631,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-03391,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFII(pRSB107), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03391,189,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096721,AMP-GEN-STR-SSS-TET,WGS,300,353207999,PRJNA756559,SAMN27524678,Pathogen.env,159303290,NML,NML,31/07/2017,public,"realign,fastq,sra,wgmlst_sig","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX17110630,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01145,PAIRED,RANDOM,GENOMIC,Escherichia coli,p0111,ILLUMINA,2022-08-17T00:00:00Z,N18-01145,69,SRP378977,1140,,
SRR21096722,CIP-GEN-MXF-TOB-SXT,WGS,294,644292999,PRJNA756559,SAMN27524852,Pathogen.cl,279817875,NML,NML,31/07/2016,public,"sra,realign,wgmlst_sig,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX17110629,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-02266,PAIRED,RANDOM,GENOMIC,Escherichia coli,None,ILLUMINA,2022-08-17T00:00:00Z,N18-02266,405,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096723,GEN-STR-SSS-TET,WGS,293,357342089,PRJNA756559,SAMN27524920,Pathogen.env,166760545,NML,NML,31/07/2014,public,"sra,fastq,realign,wgmlst_sig","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX17110628,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03472,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFII(pSE11), IncHI2, IncHI2A, IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03472,131,SRP378977,641,,
SRR21096724,CFZ-CIP-GEN-MXF,WGS,298,281381714,PRJNA756559,SAMN27524834,Pathogen.cl,125083778,NML,NML,31/07/2016,public,"wgmlst_sig,fastq,sra,realign","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX17110627,Canada,North America,Canada: MANITOBA,Illumina MiSeq,Not applicable,human,Not collected,N18-02248,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIA,ILLUMINA,2022-08-17T00:00:00Z,N18-02248,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096725,AMP-GEN-STR-SSS-TET,WGS,300,368835085,PRJNA756559,SAMN27524927,Pathogen.env,175254807,NML,NML,31/07/2014,public,"sra,wgmlst_sig,realign,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX17110626,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03479,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03479,23,SRP378977,3006,,
SRR21096726,AMP-GEN-STR-SSS-TET,WGS,295,336656469,PRJNA756559,SAMN27524918,Pathogen.env,158859166,NML,NML,31/07/2014,public,"sra,fastq,wgmlst_sig,realign","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX17110625,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03470,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03470,48,SRP378977,847,,
SRR21096727,GEN-STR-SSS-TET,WGS,300,375825836,PRJNA756559,SAMN27524660,Pathogen.env,167565726,NML,NML,31/07/2017,public,"fastq,realign,wgmlst_sig,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX17110624,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01102,PAIRED,RANDOM,GENOMIC,Escherichia coli,"ColpVC, IncFIA, IncFIB(AP001918), IncFII(pSE11), IncI1, IncX2",ILLUMINA,2022-08-17T00:00:00Z,N18-01102,131,SRP378977,7303,,
SRR21096728,GEN-NAL-STR-SSS,WGS,300,349339779,PRJNA756559,SAMN27524691,Pathogen.env,155810680,NML,NML,31/07/2017,public,"sra,fastq,realign,wgmlst_sig","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX17110623,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01170,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col8282, IncFIB(AP001918), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-01170,38,SRP378977,57,,
SRR21096729,AMP-CHL-GEN-TET,WGS,299,545894314,PRJNA756559,SAMN27524746,Pathogen.env,252155713,NML,NML,31/07/2017,public,"realign,wgmlst_sig,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17110622,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01422,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncY,ILLUMINA,2022-08-17T00:00:00Z,N18-01422,58,SRP378977,205,,
SRR21096730,GEN-SXT,WGS,298,244944936,PRJNA756559,SAMN27524807,Pathogen.cl,109151235,NML,NML,31/07/2015,public,"fastq,wgmlst_sig,sra,realign","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17110621,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-02221,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFII(29)",ILLUMINA,2022-08-17T00:00:00Z,N18-02221,410,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096731,GEN-STR-SSS-TET,WGS,299,424358296,PRJNA756559,SAMN27524998,Pathogen.env,187484281,NML,NML,31/07/2014,public,"fastq,wgmlst_sig,sra,realign","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX17110620,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03550,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03550,1011,SRP378977,4110,,
SRR21096732,GEN-SSS-SXT-TET,WGS,293,417404397,PRJNA756559,SAMN27524917,Pathogen.env,194481917,NML,NML,31/07/2014,public,"fastq,wgmlst_sig,realign,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX17110619,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03469,PAIRED,RANDOM,GENOMIC,Escherichia coli,"ColpVC, ColpVC, IncFIB(AP001918), IncFII(pHN7A8), IncY",ILLUMINA,2022-08-17T00:00:00Z,N18-03469,Undetermined,SRP378977,295,,
SRR21096733,GEN-STR-SSS,WGS,299,610286935,PRJNA756559,SAMN27524747,Pathogen.env,284839644,NML,NML,31/07/2017,public,"fastq,wgmlst_sig,realign,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX17110618,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01425,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIB(AP001918),ILLUMINA,2022-08-17T00:00:00Z,N18-01425,38,SRP378977,5796,,
SRR21096734,CIP-GEN-MXF-SXT,WGS,299,332680324,PRJNA756559,SAMN27524830,Pathogen.cl,147655022,NML,NML,31/07/2015,public,"realign,sra,fastq,wgmlst_sig","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX17110617,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-02244,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), Col156, IncFIA, IncFII(pRSB107)",ILLUMINA,2022-08-17T00:00:00Z,N18-02244,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096735,AMC-CFZ-GEN-TZP-SXT,WGS,297,381665835,PRJNA756559,SAMN27524882,Pathogen.cl,179100897,NML,NML,31/07/2017,public,"realign,sra,wgmlst_sig,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX17110616,Canada,North America,Canada: SASKATCHEWAN,Illumina MiSeq,Not applicable,human,Not collected,N18-03377,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(KPHS6), Col(KPHS6), IncFII, IncFII(29)",ILLUMINA,2022-08-17T00:00:00Z,N18-03377,58,SRP378977,144,E. coli gastroenteritis,Homo sapiens
SRR21096736,DOX-GEN-SXT,WGS,298,341786939,PRJNA756559,SAMN27524778,Pathogen.cl,152420217,NML,NML,31/07/2014,public,"realign,sra,wgmlst_sig,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX17110615,Canada,North America,Canada: MANITOBA,Illumina MiSeq,Not applicable,human,Not collected,N18-02192,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col8282, IncFIB(AP001918), IncHI2, IncHI2A, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-02192,Undetermined,SRP378977,10,E. coli gastroenteritis,Homo sapiens
SRR21096737,CHL-GEN-STR-SSS-SXT-TET,WGS,300,393797659,PRJNA756559,SAMN27524958,Pathogen.env,174976623,NML,NML,31/07/2016,public,"fastq,wgmlst_sig,sra,realign","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX17110614,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03510,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncFII, IncI1, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03510,1303,SRP378977,48,,
SRR21096738,AMP-GEN,WGS,300,268607479,PRJNA756559,SAMN27524692,Pathogen.env,120075074,NML,NML,31/07/2017,public,"sra,realign,wgmlst_sig,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17110613,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01171,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-01171,131,SRP378977,58,,
SRR21096739,AMP-GEN-STR-SSS-SXT-TET,WGS,299,324653200,PRJNA756559,SAMN27524677,Pathogen.env,143841292,NML,NML,31/07/2017,public,"sra,realign,wgmlst_sig,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX17110612,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01144,PAIRED,RANDOM,GENOMIC,Escherichia coli,None,ILLUMINA,2022-08-17T00:00:00Z,N18-01144,5150,SRP378977,328,,
SRR21096740,GEN,WGS,300,305312054,PRJNA756559,SAMN27524703,Pathogen.env,137194806,NML,NML,31/07/2017,public,"realign,sra,wgmlst_sig,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX17110611,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01198,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFIB(AP001918)",ILLUMINA,2022-08-17T00:00:00Z,N18-01198,10,SRP378977,602,,
SRR21096741,CIP-DOX-GEN-MXF-SXT,WGS,299,289241322,PRJNA756559,SAMN27524790,Pathogen.cl,129332167,NML,NML,31/07/2014,public,"realign,wgmlst_sig,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX17110610,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-02204,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFIA, IncFII(pRSB107)",ILLUMINA,2022-08-17T00:00:00Z,N18-02204,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096742,CIP-GEN-MXF,WGS,298,283940009,PRJNA756559,SAMN27524826,Pathogen.cl,127297469,NML,NML,31/07/2015,public,"fastq,realign,sra,wgmlst_sig","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17110609,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,human,Not collected,N18-02240,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), IncFIA, IncFII(pRSB107)",ILLUMINA,2022-08-17T00:00:00Z,N18-02240,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096743,GEN-STR-SSS-SXT-TET,WGS,300,414162752,PRJNA756559,SAMN27525068,Pathogen.env,182260169,NML,NML,31/07/2016,public,"realign,wgmlst_sig,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX17110608,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03781,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncFII",ILLUMINA,2022-08-17T00:00:00Z,N18-03781,2309,SRP378977,2025,,
SRR21096744,GEN-STR-SSS-TET,WGS,300,483726389,PRJNA756559,SAMN27524955,Pathogen.env,214881108,NML,NML,31/07/2016,public,"realign,sra,fastq,wgmlst_sig","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX17110607,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03507,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncHI2, IncHI2A, IncI1, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03507,131,SRP378977,1968,,
SRR21096745,AMC-AMP-CRO-GEN-STR-SSS,WGS,300,383022752,PRJNA756559,SAMN27525001,Pathogen.env,170977794,NML,NML,31/07/2014,public,"realign,sra,fastq,wgmlst_sig","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX17110606,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03553,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, ColpVC, IncFIC(FII), IncI1, IncY",ILLUMINA,2022-08-17T00:00:00Z,N18-03553,155,SRP378977,665,,
SRR21096746,AMP-GEN-NAL-STR-SSS-SXT-TET,WGS,299,632117488,PRJNA756559,SAMN27524725,Pathogen.env,286268434,NML,NML,31/07/2017,public,"wgmlst_sig,fastq,sra,realign","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX17110605,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01246,PAIRED,RANDOM,GENOMIC,Escherichia coli,"ColpVC, ColpVC, IncFIB(AP001918), IncHI2, IncHI2A, IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-01246,101,SRP378977,57,,
SRR21096747,GEN-STR-SSS-TET,WGS,300,509158233,PRJNA756559,SAMN27524696,Pathogen.env,227015875,NML,NML,31/07/2017,public,"wgmlst_sig,realign,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX17110604,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01175,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-01175,10,SRP378977,4162,,
SRR21096748,AMC-AMP-FOX-CRO-GEN-STR-SSS-SXT,WGS,300,501045413,PRJNA756559,SAMN27524721,Pathogen.env,222246928,NML,NML,31/07/2017,public,"fastq,wgmlst_sig,sra,realign","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX17110603,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01241,PAIRED,RANDOM,GENOMIC,Escherichia coli,"ColpVC, IncFIB(AP001918)",ILLUMINA,2022-08-17T00:00:00Z,N18-01241,648,SRP378977,117,,
SRR21096749,CIP-GEN-MXF,WGS,298,371255462,PRJNA756559,SAMN27524836,Pathogen.cl,165967747,NML,NML,31/07/2016,public,"wgmlst_sig,sra,fastq,realign","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX17110602,Canada,North America,Canada: MANITOBA,Illumina MiSeq,Not applicable,human,Not collected,N18-02250,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFII(pRSB107), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-02250,648,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096750,GEN-STR,WGS,300,314264009,PRJNA756559,SAMN27524667,Pathogen.env,141108678,NML,NML,31/07/2017,public,"realign,sra,fastq,wgmlst_sig","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX17110601,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01126,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFII(29), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-01126,Undetermined,SRP378977,38,,
SRR21096751,AMP-GEN,WGS,300,398706684,PRJNA756559,SAMN27524966,Pathogen.env,175876959,NML,NML,31/07/2016,public,"fastq,sra,realign,wgmlst_sig","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX17110600,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03518,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03518,155,SRP378977,1011,,
SRR21096752,AMC-AMP-CHL-CRO-FOX-GEN-NAL-STR-SSS-TET-TIO,WGS,300,388889199,PRJNA756559,SAMN27525018,Pathogen.env,173731708,NML,NML,31/07/2015,public,"realign,fastq,wgmlst_sig,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX17110599,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03570,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncA/C2, IncFIB(AP001918)",ILLUMINA,2022-08-17T00:00:00Z,N18-03570,101,SRP378977,101,,
SRR21096753,GEN-STR-SSS-SXT,WGS,300,351677487,PRJNA756559,SAMN27525052,Pathogen.env,155668314,NML,NML,31/07/2015,public,"sra,wgmlst_sig,realign,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX17110598,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03765,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03765,38,SRP378977,57,,
SRR21096754,CFZ-CIP-DOX-GEN-MXF-TGC-SXT,WGS,296,324347845,PRJNA756559,SAMN27524865,Pathogen.cl,153888394,NML,NML,31/07/2017,public,"sra,realign,fastq,wgmlst_sig","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX17110597,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-03360,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncB/O/K/Z, IncFIA, IncFIB(pB171), IncFII, IncQ1",ILLUMINA,2022-08-17T00:00:00Z,N18-03360,5897,SRP378977,393,E. coli gastroenteritis,Homo sapiens
SRR21096755,CIP-GEN-MXF-TOB-SXT,WGS,294,393741489,PRJNA756559,SAMN27524892,Pathogen.cl,183777980,NML,NML,31/07/2017,public,"realign,fastq,wgmlst_sig,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX17110596,Canada,North America,Canada: NEW BRUNSWICK,Illumina MiSeq,Not applicable,human,Not collected,N18-03387,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIB(AP001918),ILLUMINA,2022-08-17T00:00:00Z,N18-03387,1403,SRP378977,410,E. coli gastroenteritis,Homo sapiens
SRR21096756,AMP-GEN,WGS,300,449574332,PRJNA756559,SAMN27524970,Pathogen.env,197868263,NML,NML,31/07/2016,public,"sra,fastq,realign,wgmlst_sig","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX17110595,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03522,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIB(AP001918),ILLUMINA,2022-08-17T00:00:00Z,N18-03522,88,SRP378977,212,,
