Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolate,Isolation_Source,Sample ID,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SAMPLE_TYPE,SRA Study,STRAIN,Dataset,Sample_type,ST,ampicillin_MIC,ampicillin_RIS,ampicillin_genotypic_prediction_v.1,pbp5,vancomycin_MIC,vancomycin_RIS,vancomycin_genotypic_prediction,VanA_depth,VanA_diffs,VanH.Pt_depth,VanX_depth,VanX_diffs,VanY.A_depth,VanY.A_diffs,VanR.A_depth,VanS.A_depth,VanB_depth,VanB_diffs,VanH.B_depth,VanX.B_depth,VanY.B_depth,VanR.B_depth,VanS.B_depth,gentamicin.high.level_RIS,gentamicin_genotypic_prediction,Aac6.Aph2_depth,Aac6.Aph2_diffs,Aph3..Ia_depth,Aph3..Ia_diffs,Aph3.III_depth,Aph3.III_diffs,Aac6.Ii_depth,Aac6.Ii_diffs,Ant6.Ia_depth,Ant6.Ia_diffs,ciprofloxacin_MIC,ciprofloxacin_RIS,ciprofloxacin_genotypic_prediction,levofloxacin_MIC,levofloxacin_RIS,levofloxacin_genotypic_prediction,gyrA 84,parC 82,tetracycline_MIC,tetracycline_RIS,tetracycline_genotypic_prediction,doxycycline_MIC,doxycycline_RIS,doxycycline_genotypic_prediction_v.1,TetL_depth,TetL_diffs,TetM_depth,TetM_diffs,TetS_depth,TetS_diffs,TetU_depth,TetU_diffs,linezolid_MIC,linezolid_RIS,linezolid_genotypic_prediction,23S_G2576T_AlleleFraction,poxtA,cfrB
SRR16347086,WGS,276,127912753,PRJNA771404,SAMN22135114,"Microbe\, viral or environmental",55518364,MASSACHUSETTS GENERAL HOSPITAL,2016-05,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624791,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-5685,rectal,Efm-32,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-32,Isolate,SRP341454,not available,Derivation,rectal,412,32,R,R,485A,32,R,R,70.708,1snp,111.123,90.908,34snp,166.627,0 snps,95.232,120.491,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,88.496,0 snps,33.533,2snp,169.035,0 snps,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,26.569,1snp34holes,57.339,24snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347087,WGS,291,282230674,PRJNA771404,SAMN22135392,"Microbe\, viral or environmental",102558531,MASSACHUSETTS GENERAL HOSPITAL,2019-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12624790,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-17474,rectal,Efm-310,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-310,Isolate,SRP341454,not available,Validation,rectal,412,32,R,R,485A,32,R,R,115.752,1snp,131.364,107.102,33snp1indel,157.13,0 snps,128.306,131.978,NA,NA,NA,NA,NA,NA,NA,S,S,66.498,129holes,NA,NA,129.966,0 snps,56.96,2snp,139.463,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,43.697,1snp34holes,86.394,16snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347088,WGS,285,220301689,PRJNA771404,SAMN22135391,"Microbe\, viral or environmental",89659698,MASSACHUSETTS GENERAL HOSPITAL,2018-12,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12624789,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-4542,blood,Efm-309,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-309,Isolate,SRP341454,not available,Validation,blood,18,32,R,R,485A,32,R,R,69.423,1snp,101.848,82.087,34snp,143.648,1snp,85.541,103.535,NA,NA,NA,NA,NA,NA,NA,S,S,89.376,129holes,NA,NA,86.592,1snp,26.033,2snp,135.858,0 snps,8,R,R,8,R,R,Y,R,16,R,R,8,I,R,NA,NA,43.494,46snp1indel63holes,NA,NA,265.702,3snp,2,S,S,0,NA,NA
SRR16347089,WGS,285,311226641,PRJNA771404,SAMN22135390,"Microbe\, viral or environmental",127202567,MASSACHUSETTS GENERAL HOSPITAL,2018-12,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12624788,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-13707,blood,Efm-308,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-308,Isolate,SRP341454,not available,Validation,blood,253,2,S,S,485M,1,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,88.678,0 snps,50.449,2snp,219.636,0 snps,1,S,S,2,S,S,S,S,16,R,R,16,R,R,135.829,0 snps,95.395,76snp19holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347090,WGS,288,645432535,PRJNA771404,SAMN22135389,"Microbe\, viral or environmental",244263665,MASSACHUSETTS GENERAL HOSPITAL,2018-12,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12624787,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-20451,abdominal,Efm-307,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-307,Isolate,SRP341454,not available,Validation,abdominal,203,32,R,R,485A,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,94.895,2snp,NA,NA,8,R,R,8,R,R,Y,I,16,R,R,16,R,R,119.371,2snp34holes,215.047,15snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347091,WGS,286,216815188,PRJNA771404,SAMN22135388,"Microbe\, viral or environmental",87197800,MASSACHUSETTS GENERAL HOSPITAL,2018-12,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12624786,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-3804,blood,Efm-306,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-306,Isolate,SRP341454,not available,Validation,blood,1471,32,R,R,485A,32,R,R,69.402,1snp,96.965,73.82,34snp,120.055,1snp,88.466,90.441,NA,NA,NA,NA,NA,NA,NA,S,S,107.316,129holes,NA,NA,NA,NA,27.578,2snp,123.664,1snp,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,39.298,1snp34holes,65.559,18snp,NA,NA,216.956,2snp,2,S,S,0,NA,NA
SRR16347092,WGS,289,967596169,PRJNA771404,SAMN22135387,"Microbe\, viral or environmental",373531049,MASSACHUSETTS GENERAL HOSPITAL,2018-12,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12624785,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-20748,peritoneal fluid,Efm-305,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-305,Isolate,SRP341454,not available,Validation,peritoneal fluid,294,32,R,R,485A,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,203.002,2snp,NA,NA,8,R,R,8,R,R,Y,I,16,R,R,16,R,R,258.751,1snp34holes,205.621,62snp12holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347093,WGS,285,295747018,PRJNA771404,SAMN22135386,"Microbe\, viral or environmental",117928131,MASSACHUSETTS GENERAL HOSPITAL,2018-12,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12624784,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-17267,blood,Efm-304,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-304,Isolate,SRP341454,not available,Validation,blood,17,32,R,R,485A,32,R,R,93.248,1snp,130.402,111.669,34snp,183.888,1snp,108.933,139.451,NA,NA,NA,NA,NA,NA,NA,S,S,115.815,129holes,NA,NA,122.41,1snp,46.231,2snp,172.502,1indel,8,R,R,8,R,R,Y,R,16,R,R,8,I,R,NA,NA,68.472,47snp1indel53holes,NA,NA,50.991,10snp,2,S,S,0,NA,NA
SRR16347094,WGS,286,426593068,PRJNA771404,SAMN22135385,"Microbe\, viral or environmental",166847498,MASSACHUSETTS GENERAL HOSPITAL,2018-12,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12624783,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-13682,urine,Efm-303,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-303,Isolate,SRP341454,not available,Validation,urine,74,2,S,S,485M,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,76.687,9snp,NA,NA,0.5,S,S,1,S,S,S,S,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347095,WGS,288,515147473,PRJNA771404,SAMN22135384,"Microbe\, viral or environmental",196476933,MASSACHUSETTS GENERAL HOSPITAL,2018-12,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12624782,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-21457,"renal\,stone",Efm-302,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-302,Isolate,SRP341454,not available,Validation,"renal,stone",736,32,R,R,485A,32,R,R,185.23,1snp,273.936,224.562,34snp,366.965,0 snps,242.62,280.439,NA,NA,NA,NA,NA,NA,NA,S,S,288.235,129holes,NA,NA,138.441,0 snps,93.116,2snp,217.781,1indel,8,R,R,8,R,R,R,R,16,R,R,16,R,R,115.817,1snp34holes,107.102,38snp130holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347096,WGS,285,333764229,PRJNA771404,SAMN22135383,"Microbe\, viral or environmental",136748435,MASSACHUSETTS GENERAL HOSPITAL,2018-11,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624781,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-20023,blood,Efm-301,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-301,Isolate,SRP341454,not available,Validation,blood,18,32,R,R,485A,32,R,R,66.358,1snp,98.586,74.259,34snp,118.276,1snp,76.651,96.339,NA,NA,NA,NA,NA,NA,NA,S,S,124.633,129holes,NA,NA,NA,NA,27.776,2snp,120.356,0 snps,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,NA,NA,121.781,23snp1indel,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347097,WGS,277,209606476,PRJNA771404,SAMN22135113,"Microbe\, viral or environmental",90634678,MASSACHUSETTS GENERAL HOSPITAL,2016-05,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12624780,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-3437,rectal,Efm-31,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-31,Isolate,SRP341454,not available,Derivation,rectal,412,32,R,R,485A,32,R,R,66.157,1snp,109.652,90.83,34snp,174.863,0 snps,97.772,114.529,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,40.873,2snp,NA,NA,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,66.245,1snp34holes,114.779,16snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347098,WGS,258,310522252,PRJNA771404,SAMN22135086,"Microbe\, viral or environmental",143231266,MASSACHUSETTS GENERAL HOSPITAL,2016-02,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624779,USA,North America,USA: Boston,Homo sapiens,Illumina MiSeq,P-2973,rectal,Efm-4,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-4,Isolate,SRP341454,not available,Derivation,rectal,412*,32,R,R,485A,32,R,R,130.029,1snp,123.812,111.88,34snp,152.721,1snp,131.415,125.875,NA,NA,NA,NA,NA,NA,NA,S,S,76.332,129holes,NA,NA,NA,NA,79.853,2snp,NA,NA,8,R,R,8,R,R,Y,R,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347099,WGS,227,99252071,PRJNA771404,SAMN22135382,"Microbe\, viral or environmental",49289915,MASSACHUSETTS GENERAL HOSPITAL,2018-11,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX12624778,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-5179,blood,Efm-300,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-300,Isolate,SRP341454,not available,Validation,blood,736,32,R,R,485A,32,R,R,42.17,1snp,52.942,55.031,34snp,73.188,0 snps,35.176,51.51,NA,NA,NA,NA,NA,NA,NA,S,S,27.876,138holes,NA,NA,48.918,0 snps,22.92,2snp,68.614,1indel,8,R,R,8,R,R,R,R,16,R,R,16,R,R,23.898,1snp34holes,22.756,65snp2holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347100,WGS,285,317362744,PRJNA771404,SAMN22135381,"Microbe\, viral or environmental",129593244,MASSACHUSETTS GENERAL HOSPITAL,2018-11,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12624777,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-20344,urine,Efm-299,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-299,Isolate,SRP341454,not available,Validation,urine,361,2,S,S,485M,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,48.378,9snp,NA,NA,0.5,S,S,2,S,S,S,S,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347101,WGS,227,57376055,PRJNA771404,SAMN22135380,"Microbe\, viral or environmental",28385083,MASSACHUSETTS GENERAL HOSPITAL,2018-11,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX12624776,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-9525,urine,Efm-298,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-298,Isolate,SRP341454,not available,Validation,urine,736,32,R,R,485A,32,R,R,30.276,1snp,32.456,33.552,34snp,45.966,0 snps,25.934,35.834,NA,NA,NA,NA,NA,NA,NA,S,S,13.747,136holes,NA,NA,38.515,0 snps,10.685,2snp,37.493,1indel,8,R,R,8,R,R,R,R,16,R,R,16,R,R,12.721,1snp34holes,13.313,52snp74holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347102,WGS,286,325940983,PRJNA771404,SAMN22135379,"Microbe\, viral or environmental",131377032,MASSACHUSETTS GENERAL HOSPITAL,2018-11,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12624775,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-4944,blood,Efm-297,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-297,Isolate,SRP341454,not available,Validation,blood,736,32,R,R,485A,32,R,R,100.169,1snp,132.349,113.251,34snp,189.194,0 snps,128.179,151.979,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,132.99,0 snps,39.215,2snp,193.368,1indel,8,R,R,8,R,R,R,R,16,R,R,16,R,S,67.134,1snp34holes,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347103,WGS,286,361115725,PRJNA771404,SAMN22135378,"Microbe\, viral or environmental",145421938,MASSACHUSETTS GENERAL HOSPITAL,2018-11,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12624774,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-16524,blood,Efm-296,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-296,Isolate,SRP341454,not available,Validation,blood,17,32,R,R,485A,32,R,R,55.288,1snp,79.555,79.025,34snp,125.815,1snp6indel,65.567,86.26,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,45.145,2snp,NA,NA,8,R,R,8,R,R,Y,R,16,R,R,8,I,R,NA,NA,83.41,48snp1indel44holes,NA,NA,481.301,3snp,2,S,S,0,NA,NA
SRR16347104,WGS,287,319728800,PRJNA771404,SAMN22135377,"Microbe\, viral or environmental",125202854,MASSACHUSETTS GENERAL HOSPITAL,2018-11,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12624773,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-15237,urine,Efm-295,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-295,Isolate,SRP341454,not available,Validation,urine,361,2,S,S,485M,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,79.191,9snp,NA,NA,0.5,S,S,2,S,S,S,S,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347105,WGS,286,300354169,PRJNA771404,SAMN22135376,"Microbe\, viral or environmental",120840707,MASSACHUSETTS GENERAL HOSPITAL,2018-11,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12624772,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-4189,peritoneal fluid,Efm-294,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-294,Isolate,SRP341454,not available,Validation,peritoneal fluid,736,32,R,R,485A,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,38.529,2snp,NA,NA,8,R,R,8,R,R,R,R,16,R,R,16,R,R,62.281,1snp34holes,55.376,44snp113holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347106,WGS,291,661903100,PRJNA771404,SAMN22135375,"Microbe\, viral or environmental",253944148,MASSACHUSETTS GENERAL HOSPITAL,2018-11,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12624771,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-4403,"fluid\, pelvic drain",Efm-293,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-293,Isolate,SRP341454,not available,Validation,"fluid, pelvic drain",623,2,S,S,485M,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,157.34,10snp,NA,NA,1,S,S,2,S,S,S,S,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347107,WGS,287,360722415,PRJNA771404,SAMN22135374,"Microbe\, viral or environmental",139461962,MASSACHUSETTS GENERAL HOSPITAL,2018-11,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12624770,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-17909,blood,Efm-292,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-292,Isolate,SRP341454,not available,Validation,blood,736,32,R,R,485A,32,R,R,66.699,1snp,94.258,72.402,34snp,125.019,0 snps,75.013,98.919,NA,NA,NA,NA,NA,NA,NA,S,S,175.123,129holes,NA,NA,NA,NA,46.198,2snp,NA,NA,8,R,R,8,R,R,R,R,16,R,R,16,R,R,81.036,1snp34holes,63.541,40snp124holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347108,WGS,288,416603131,PRJNA771404,SAMN22135373,"Microbe\, viral or environmental",161166957,MASSACHUSETTS GENERAL HOSPITAL,2018-11,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12624769,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-22129,urine,Efm-291,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-291,Isolate,SRP341454,not available,Validation,urine,329,2,S,S,485M,1,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,85.142,10snp,NA,NA,1,S,S,2,S,S,S,S,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347109,WGS,262,1051357672,PRJNA771404,SAMN22135112,"Microbe\, viral or environmental",472043237,MASSACHUSETTS GENERAL HOSPITAL,2016-05,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12624768,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-16253,rectal,Efm-30,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-30,Isolate,SRP341454,not available,Derivation,rectal,NF,32,R,R,485A,32,R,R,458.475,1snp,622.587,561.513,34snp,878.667,1snp,491.963,649.244,NA,NA,NA,NA,NA,NA,NA,R,R,246.252,1snp,NA,NA,568.595,1snp,223.347,2snp,891.142,13holes,8,R,R,8,R,R,Y,I,16,R,R,16,R,R,317.003,1snp34holes,560.233,15snp1indel,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347110,WGS,286,315358960,PRJNA771404,SAMN22135372,"Microbe\, viral or environmental",126616206,MASSACHUSETTS GENERAL HOSPITAL,2018-11,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX12624767,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-8275,urine,Efm-290,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-290,Isolate,SRP341454,not available,Validation,urine,412,32,R,R,485A,32,R,R,79.245,1snp,101.97,92.528,34snp,137.542,0 snps,103.594,119.102,NA,NA,NA,NA,NA,NA,NA,S,S,137.126,129holes,NA,NA,104.847,0 snps,44.396,2snp,137.014,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,50.069,1snp34holes,92.985,16snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347111,WGS,287,807187403,PRJNA771404,SAMN22135371,"Microbe\, viral or environmental",338204111,MASSACHUSETTS GENERAL HOSPITAL,2018-10,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12624766,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-4968,bile,Efm-289,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-289,Isolate,SRP341454,not available,Validation,bile,80,32,R,R,485A,32,R,R,313.721,1snp,390.756,315.115,34snp,521.628,1snp,359.247,409.585,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,368.945,1snp,132.889,2snp,460.977,0 snps,8,R,R,8,R,R,I,NA,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347112,WGS,291,306597583,PRJNA771404,SAMN22135370,"Microbe\, viral or environmental",116723429,MASSACHUSETTS GENERAL HOSPITAL,2018-10,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12624765,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-13352,blood,Efm-288,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-288,Isolate,SRP341454,not available,Validation,blood,736,32,R,R,485A,32,R,R,137.838,1snp,150.015,131.739,34snp,207.509,0 snps,134.607,168.053,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,145.982,0 snps,62.356,2snp,184.817,1indel13holes,8,R,R,8,R,R,R,R,16,R,R,16,R,R,77.615,1snp34holes,71.152,59snp35holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347113,WGS,287,330955413,PRJNA771404,SAMN22135369,"Microbe\, viral or environmental",132467145,MASSACHUSETTS GENERAL HOSPITAL,2018-10,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624764,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-7460,urine,Efm-287,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-287,Isolate,SRP341454,not available,Validation,urine,80,32,R,R,485A,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,125.667,0 snps,42.853,2snp,250.638,0 snps,1,S,S,2,S,S,S,S,16,R,R,16,R,R,NA,NA,183.607,6snp1indel,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347114,WGS,286,223030653,PRJNA771404,SAMN22135368,"Microbe\, viral or environmental",88927153,MASSACHUSETTS GENERAL HOSPITAL,2018-10,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624763,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-120,blood,Efm-286,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-286,Isolate,SRP341454,not available,Validation,blood,736,32,R,R,485A,1,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,28.236,2snp,NA,NA,8,R,R,8,R,R,R,R,16,R,R,16,R,R,48.577,1snp34holes,36.724,44snp113holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347115,WGS,287,291709421,PRJNA771404,SAMN22135367,"Microbe\, viral or environmental",116480800,MASSACHUSETTS GENERAL HOSPITAL,2018-10,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12624762,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-18250,urine,Efm-285,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-285,Isolate,SRP341454,not available,Validation,urine,1578,32,R,R,485A,32,R,R,53.31,0 snps,80.368,54.366,34snp,98.647,0 snps,81.373,83.632,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,97.543,0 snps,33.735,2snp,120.602,0 snps,8,R,R,8,R,R,Y,I,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
