Assembly,Level,WGS,BioSample,Strain,Taxonomy,NewBaps,Genome.Set,Pathogen,Serotype,Source,Year,P__MLSB_Erythromycin,P__MLSB_Tilmicosin,P__MLSB_Tylosin,P__MLSB_Lincomycin,P__Pleuro_Tiamulin,G__MLSB_ermB_M_O,G__MLSB_ermG_M_S,G__MLSB_ermT_M_S,G__MLSB_linB_M_O,G__MLSB_lnuB__M_O,G__MLSB_lnuC_M_O,G__MLSB_mefA_M_O,G__MLSB__msrD_M_O,G__Pleuro_lsaE_M_O,G__Pleuro_vgaF_C_N,P__Fluoro_Enrofloxacin,P__Fluoro_Marbofloxacin,G__Fluoro_GyrA_81_V_O,G__Fluoro_GyrA_85_V_O,G__Fluoro_ParC_79_V_O,P__Tetra_Tetracycline,P__Tetra_Doxycycline,G__Tetra_tet44_M_S,G__Tetra_tetM__M_O,G__Tetra_tetO_M_O,G__Tetra_tetW__M_O,G__Tetra_tet_40_M_O,G__Tetra_tetL_M_O,G__Tetra_tet_O.W.32.O_M_O,G__Tetra_tetM1_M_S,G__Tetra_tetM2__M_S,G__Tetra_tetM3__M_S,G__Tetra_tetO1_M_S,P__Amino_Spectinomycin,G__Amino_ant_4_Ib_M_S,G__Amino_ant_6_Ia_M_O,G__Amino_ant_6_Ib_M_S,G__Amino_ant_9_Ia_M_O,G__Amino_aph_3_IIIa_M_S,G__Amino_ant_1_M_U,G__Amino_aadE1_M_U,G__Amino_aadE2_M_U,P__TMP_Trimethoprim,G__TMP_DHFR_102_V_N,G__TMP_DHFRPromoter_S_N,G__TMP_dfrF_M_S,G__TMP_dfrK_M_S,P__Phen_Florifenicol,G__Phen_cat_M_S,P__Beta_Amoxicillin,P__Beta_Cefquinome,P__Beta_Ceftiofur,P__Beta_Penicillin,G__Beta_PBP2B.hap_V_N,G__Beta_PBP2X.hap_V_N,G__Beta_PBP2X_551_V_N,G__Beta_PBP2X_569_V_O,G__Beta_PBP2X_594.596_V_O,G__Beta_MraY.hap_V_N
GCA_013199165.1,Contig,JABLGV000000000,SAMN14933193,TMW_SS010,Streptococcus suis,4,RCUK_APHA,RESP,2,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013199155.1,Contig,JABLJL000000000,SAMN14933261,TMW_SS081,Streptococcus suis,4,RCUK_APHA,SYS-BRAIN,2,Pig,2014,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,1,2,no,no,no,32,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013199135.1,Contig,JABLJN000000000,SAMN14933263,TMW_SS083,Streptococcus suis,4,RCUK_APHA,SYS-BRAIN,2,Pig,2014,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013199095.1,Contig,JABLGU000000000,SAMN14933192,TMW_SS009,Streptococcus suis,27,RCUK_APHA,RESP,2,Pig,2013,0.03,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,no,yes,no,no,2,no,0.03,0.008,0.06,0.03,no,no,no,no,no,no
GCA_013199075.1,Contig,JABLHE000000000,SAMN14933202,TMW_SS019,Streptococcus suis,4,RCUK_APHA,UNKNOWN,14,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013199085.1,Contig,JABLGS000000000,SAMN14933190,TMW_SS007,Streptococcus suis,4,RCUK_APHA,SYS-BRAIN,2,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013199055.1,Contig,JABLGZ000000000,SAMN14933197,TMW_SS014,Streptococcus suis,28,RCUK_APHA,UNKNOWN,7,Pig,2013,0.03,2,0.5,1,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,2,0.25,no,yes,no,no,no,no,no,no,yes,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.008,0.06,0.03,no,no,no,no,no,no
GCA_013199035.1,Contig,JABLGT000000000,SAMN14933191,TMW_SS008,Streptococcus suis,9,RCUK_APHA,UNKNOWN,9,Pig,2013,32,128,256,128,4,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,2,yes,yes,no,no,2,no,0.03,0.06,1,0.5,yes,yes,yes,no,no,yes
GCA_013199005.1,Contig,JABLGW000000000,SAMN14933194,TMW_SS011,Streptococcus suis,4,RCUK_APHA,RESP,14,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.015,yes,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013198995.1,Contig,JABLHA000000000,SAMN14933198,TMW_SS015,Streptococcus suis,4,RCUK_APHA,UNKNOWN,2,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,1,0.06,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,8,yes,yes,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013198975.1,Contig,JABLHU000000000,SAMN14933218,TMW_SS036,Streptococcus suis,26,RCUK_APHA,UNKNOWN,01-Feb,Pig,2013,32,128,256,128,0.5,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.008,0.06,0.03,no,no,no,no,no,no
GCA_013198945.1,Contig,JABLHS000000000,SAMN14933216,TMW_SS034,Streptococcus suis,9,RCUK_APHA,UNKNOWN,NA,Pig,2013,0.015,4,0.5,128,64,no,no,no,yes,no,no,no,no,yes,yes,0.5,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,1,yes,yes,no,no,2,no,0.03,0.03,0.25,0.03,yes,no,no,no,no,no
GCA_013198935.1,Contig,JABLFC000000000,SAMN14933148,SS1058,Streptococcus suis,4,Lola_UK,UNKNOWN-SYS_DISEASE,1,Pig,2010,0.015,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,1,0.06,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013198905.1,Contig,JABLHC000000000,SAMN14933200,TMW_SS017,Streptococcus suis,4,RCUK_APHA,UNKNOWN,14,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013198895.1,Contig,JABLIK000000000,SAMN14933234,TMW_SS052,Streptococcus suis,28,RCUK_APHA,UNKNOWN,NA,Pig,2014,0.03,4,0.5,1,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,yes,no,no,no,no,no,no,yes,no,no,16,no,no,no,no,no,no,no,no,32,no,no,yes,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013198875.1,Contig,JABLFB000000000,SAMN14933147,SS1057,Streptococcus suis,24,Lola_UK,RESP,3,Pig,2010,0.015,2,0.5,0.12,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013198835.1,Contig,JABLIL000000000,SAMN14933235,TMW_SS053,Streptococcus suis,26,RCUK_APHA,UNKNOWN,01-Feb,Pig,2014,0.06,4,0.5,0.25,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,1,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013198845.1,Contig,JABLIJ000000000,SAMN14933233,TMW_SS051,Streptococcus suis,28,RCUK_APHA,UNKNOWN,NA,Pig,2014,0.06,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,yes,no,no,no,no,no,no,yes,no,no,16,no,no,no,no,no,no,no,no,1,no,no,yes,no,2,no,0.03,0.008,0.12,0.03,no,no,no,no,no,no
GCA_013198815.1,Contig,JABLIM000000000,SAMN14933236,TMW_SS054,Streptococcus suis,10,RCUK_APHA,UNKNOWN,28,Pig,2014,0.03,4,0.5,2,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,yes,no,no,no,1,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
GCA_013198795.1,Contig,JABLII000000000,SAMN14933232,TMW_SS050,Streptococcus suis,18,RCUK_APHA,UNKNOWN,NA,Pig,2014,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,128,32,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.25,yes,no,no,no,4,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013198775.1,Contig,JABLGI000000000,SAMN14933180,SS996,Streptococcus suis,26,Lola_UK,RESP,01-Feb,Pig,2010,0.03,4,1,0.25,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,0.008,0.06,0.03,no,no,no,no,no,no
GCA_013198755.1,Contig,JABLJC000000000,SAMN14933252,TMW_SS072,Streptococcus suis,28,RCUK_APHA,UNKNOWN,7,Pig,2014,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.5,yes,yes,no,no,4,no,0.03,0.015,0.06,0.03,no,no,no,no,no,no
GCA_013198735.1,Contig,JABLJE000000000,SAMN14933254,TMW_SS074,Streptococcus suis,5,RCUK_APHA,RESP,NA,Pig,2014,0.03,4,1,2,2,no,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,128,64,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,1,yes,yes,no,no,2,no,0.03,0.06,0.25,0.03,no,no,no,no,no,no
GCA_013198695.1,Contig,JABLGY000000000,SAMN14933196,TMW_SS013,Streptococcus suis,28,RCUK_APHA,SYS-OTHER,7,Pig,2013,0.03,2,0.5,0.5,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,2,0.12,no,yes,no,no,no,no,no,no,yes,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.008,0.06,0.03,no,no,no,no,no,no
GCA_013198685.1,Contig,JABLJB000000000,SAMN14933251,TMW_SS071,Streptococcus suis,4,RCUK_APHA,SYS-BRAIN,2,Pig,2014,0.03,4,1,2,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013198675.1,Contig,JABLHB000000000,SAMN14933199,TMW_SS016,Streptococcus suis,4,RCUK_APHA,UNKNOWN,2,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013198655.1,Contig,JABLHD000000000,SAMN14933201,TMW_SS018,Streptococcus suis,5,RCUK_APHA,RESP,8,Pig,2013,0.03,4,1,1,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.015,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013198635.1,Contig,JABLHT000000000,SAMN14933217,TMW_SS035,Streptococcus suis,9,RCUK_APHA,UNKNOWN,NA,Pig,2013,0.015,4,0.5,128,64,no,no,no,yes,no,no,no,no,yes,yes,0.5,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.5,yes,yes,no,no,1,no,0.03,0.03,0.25,0.03,yes,no,no,no,no,no
GCA_013198595.1,Contig,JABLFA000000000,SAMN14933146,SS1056,Streptococcus suis,9,Lola_UK,SYS-OTHER,8,Pig,2010,0.015,4,0.5,8,64,no,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,4,yes,yes,no,no,2,no,0.03,0.03,0.5,0.25,yes,yes,yes,no,no,yes
GCA_013198585.1,Contig,JABLGJ000000000,SAMN14933181,SS997,Streptococcus suis,9,Lola_UK,RESP,8,Pig,2010,32,128,256,128,8,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.015,0.25,0.03,yes,no,no,no,no,no
GCA_013198575.1,Contig,JABLJO000000000,SAMN14933264,TMW_SS084,Streptococcus suis,25,RCUK_APHA,UNKNOWN,01-Feb,Pig,NA,0.03,4,1,0.5,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013198545.1,Contig,JABLJR000000000,SAMN14933267,TMW_SS087,Streptococcus suis,28,RCUK_APHA,UNKNOWN,NA,Pig,2014,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.5,yes,yes,no,no,4,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013198535.1,Contig,JABLJQ000000000,SAMN14933266,TMW_SS086,Streptococcus suis,10,RCUK_APHA,SYS-BRAIN,14,Pig,2014,0.03,4,0.5,2,4,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,0.25,0.12,no,no,no,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.015,0.25,0.03,no,no,no,no,no,no
GCA_013198505.1,Contig,JABLJP000000000,SAMN14933265,TMW_SS085,Streptococcus suis,25,RCUK_APHA,UNKNOWN,01-Feb,Pig,2014,0.03,4,0.5,0.5,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013198485.1,Contig,JABLJS000000000,SAMN14933268,TMW_SS088,Streptococcus suis,18,RCUK_APHA,UNKNOWN,NA,Pig,2014,32,128,256,128,32,yes,no,no,yes,no,no,no,no,yes,no,1,2,no,no,no,128,32,no,yes,yes,no,yes,no,no,no,yes,no,no,512,no,yes,no,yes,no,no,no,no,0.25,yes,yes,no,no,4,no,0.03,0.03,0.5,0.03,no,no,yes,no,no,no
GCA_013198475.1,Contig,JABLJY000000000,SAMN14933274,TMW_SS094,Streptococcus suis,5,RCUK_APHA,UNKNOWN,8,Pig,2014,0.03,4,0.5,32,64,no,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,512,no,yes,no,yes,no,no,no,no,4,yes,no,no,yes,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013198435.1,Contig,JABLJW000000000,SAMN14933272,TMW_SS092,Streptococcus suis,28,RCUK_APHA,UNKNOWN,NA,Pig,2014,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,yes,yes,no,no,no,no,no,yes,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.015,0.25,0.03,no,no,no,no,no,no
GCA_013198445.1,Contig,JABLJX000000000,SAMN14933273,TMW_SS093,Streptococcus suis,4,RCUK_APHA,SYS-OTHER,2,Pig,2014,0.03,4,0.5,2,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,1,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013198415.1,Contig,JABLKC000000000,SAMN14933278,TMW_SS098,Streptococcus suis,25,RCUK_APHA,UNKNOWN,2,Pig,NA,0.06,2,0.5,0.25,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.015,no,no,no,no,1,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013198365.1,Contig,JABLKD000000000,SAMN14933279,TMW_SS099,Streptococcus suis,4,RCUK_APHA,SYS-OTHER,2,Pig,2014,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013198345.1,Contig,JABLKA000000000,SAMN14933276,TMW_SS096,Streptococcus suis,4,RCUK_APHA,SYS-BRAIN,2,Pig,2014,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
GCA_013198355.1,Contig,JABLKE000000000,SAMN14933280,TMW_SS100,Streptococcus suis,25,RCUK_APHA,RESP,01-Feb,Pig,2014,0.03,4,1,0.5,1,no,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.015,0.06,0.03,no,no,no,no,no,no
GCA_013198335.1,Contig,JABLJZ000000000,SAMN14933275,TMW_SS095,Streptococcus suis,25,RCUK_APHA,UNKNOWN,01-Feb,Pig,2014,0.06,4,1,0.25,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,0.008,0.06,0.03,no,no,no,no,no,no
GCA_013198315.1,Contig,JABLKB000000000,SAMN14933277,TMW_SS097,Streptococcus suis,4,RCUK_APHA,UNKNOWN,1,Pig,2014,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013198245.1,Contig,JABLKG000000000,SAMN14933282,TMW_SS102,Streptococcus suis,4,RCUK_APHA,UNKNOWN,2,Pig,2014,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013198275.1,Contig,JABLKH000000000,SAMN14933283,TMW_SS103,Streptococcus suis,4,RCUK_APHA,UNKNOWN,14,Pig,2014,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,1,2,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,4,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
GCA_013198225.1,Contig,JABLKO000000000,SAMN14933290,TMW_SS110,Streptococcus suis,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,32,128,256,128,32,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,32,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,no,no,yes,no,no,16,yes,yes,no,no,2,no,0.03,0.03,0.5,0.12,yes,no,yes,no,no,no
GCA_013198235.1,Contig,JABLKF000000000,SAMN14933281,TMW_SS101,Streptococcus suis,25,RCUK_APHA,UNKNOWN,2,Pig,2014,0.03,4,0.5,0.5,1,no,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013198215.1,Contig,JABLKI000000000,SAMN14933284,TMW_SS104,Streptococcus suis,4,RCUK_APHA,SYS-BRAIN,2,Pig,2014,0.03,2,1,2,4,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,8,yes,yes,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
GCA_013198175.1,Contig,JABLKQ000000000,SAMN14933292,TMW_SS112,Streptococcus suis,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,32,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,no,no,yes,no,no,16,yes,yes,no,no,2,no,0.03,0.03,0.5,0.25,yes,no,yes,no,no,no
GCA_013198165.1,Contig,JABLKP000000000,SAMN14933291,TMW_SS111,Streptococcus suis,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,32,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,32,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,no,no,yes,no,no,16,yes,yes,no,no,2,no,0.03,0.03,0.5,0.12,yes,no,yes,no,no,no
GCA_013198155.1,Contig,JABLKR000000000,SAMN14933293,TMW_SS113,Streptococcus suis,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,32,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,32,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,no,no,yes,no,no,32,yes,yes,no,no,2,no,0.03,0.03,0.5,0.25,yes,no,yes,no,no,no
GCA_013198115.1,Contig,JABLKU000000000,SAMN14933296,TMW_SS116,Streptococcus suis,11,RCUK_APHA,NON-CLINICAL,NA,Pig,2015,32,128,256,128,64,yes,no,no,yes,no,no,no,no,yes,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,yes,yes,no,no,no,8,yes,yes,no,no,2,no,0.03,0.015,0.25,0.03,no,no,no,no,no,no
GCA_013198125.1,Contig,JABLKS000000000,SAMN14933294,TMW_SS114,Streptococcus suis,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,32,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,32,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,no,no,yes,no,no,32,yes,yes,no,no,2,no,0.03,0.03,0.5,0.25,yes,no,yes,no,no,no
GCA_013198095.1,Contig,JABLKV000000000,SAMN14933297,TMW_SS117,Streptococcus suis,11,RCUK_APHA,NON-CLINICAL,NA,Pig,2015,32,128,256,128,64,yes,no,no,yes,no,no,no,no,yes,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,yes,yes,no,no,no,16,yes,yes,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
GCA_013198065.1,Contig,JABLKT000000000,SAMN14933295,TMW_SS115,Streptococcus suis,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,32,128,256,128,32,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,32,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,no,no,yes,no,no,32,yes,yes,no,no,2,no,0.03,0.03,0.5,0.25,yes,no,yes,no,no,no
GCA_013198045.1,Contig,JABLKW000000000,SAMN14933298,TMW_SS118,Streptococcus suis,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,32,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,32,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,no,no,yes,no,no,32,yes,yes,no,no,2,no,0.03,0.06,0.5,0.25,yes,no,yes,no,no,no
GCA_013198025.1,Contig,JABLKX000000000,SAMN14933299,TMW_SS119,Streptococcus suis,11,RCUK_APHA,NON-CLINICAL,NA,Pig,2015,32,128,256,128,8,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,yes,no,no,no,2,no,0.03,0.03,0.12,0.06,no,no,no,no,no,no
GCA_013198015.1,Contig,JABLKY000000000,SAMN14933300,083_13A,Streptococcus suis,8,RCUK_UK,NON-CLINICAL,6,Pig,2013,0.06,16,1,0.12,0.25,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,0.008,0.12,0.03,no,no,no,no,no,no
GCA_013197985.1,Contig,JABLKZ000000000,SAMN14933301,083_15B,Streptococcus suis,16,RCUK_UK,NON-CLINICAL,NA,Pig,2013,0.03,2,0.5,2,2,no,no,no,no,no,no,no,no,no,no,1,2,yes,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,1,yes,no,no,no,2,no,0.03,0.015,1,0.06,yes,yes,no,yes,yes,yes
GCA_013197975.1,Contig,JABLLA000000000,SAMN14933302,083_17A,Streptococcus suis,8,RCUK_UK,NON-CLINICAL,25,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,128,8,no,yes,no,no,no,no,no,no,yes,no,no,16,no,no,no,no,yes,no,no,no,0.12,yes,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
