PATRIC ID,Run Accession,Genome Name,Publication,Ampicillin,Amoxicillin-Clavulanate,Ceftriaxone,Chloramphenicol,Sulfisoxazole,Cefoxitin,Gentamycin,Kanamycin,Streptomycin,Tetracycline,Ceftiofur
590.13288,SRR2566937,Salmonella enterica SRR2566937,30333126,<=1,<=1,<=0.25,4,>256,2,2,<=8,,>32,0.5
590.13293,SRR2566938,Salmonella enterica SRR2566938,30333126,>32,8,<=0.25,4,>256,2,>16,16,,>32,0.5
590.13354,SRR2566941,Salmonella enterica SRR2566941,30333126,>32,8,<=0.25,8,32,4,0.5,<=8,,>32,1
590.13401,SRR2566945,Salmonella enterica SRR2566945,30333126,<=1,<=1,<=0.25,4,<=16,2,0.5,<=8,,<=4,1
590.13427,SRR2566946,Salmonella enterica SRR2566946,30333126,<=1,<=1,<=0.25,8,<=16,2,0.5,<=8,,<=4,1
590.13474,SRR2566949,Salmonella enterica SRR2566949,30333126,<=1,<=1,<=0.25,8,<=16,2,1,<=8,,>32,1
590.13495,SRR2566951,Salmonella enterica SRR2566951,30333126,>32,>32,8,4,>256,32,0.5,<=8,,>32,8
590.13502,SRR2566953,Salmonella enterica SRR2566953,30333126,<=1,<=1,<=0.25,8,<=16,4,0.5,<=8,,<=4,1
590.13534,SRR2566955,Salmonella enterica SRR2566955,30333126,>32,>32,32,8,>256,>32,0.5,>64,,>32,>8
590.13549,SRR2566957,Salmonella enterica SRR2566957,30333126,>32,16,<=0.25,>32,>256,4,0.5,<=8,>64,>32,2
590.13607,SRR2566962,Salmonella enterica SRR2566962,30333126,>32,8,<=0.25,8,64,2,>16,<=8,>64,>32,1
590.13634,SRR2566964,Salmonella enterica SRR2566964,30333126,<=1,<=1,<=0.25,8,32,4,0.5,<=8,,<=4,1
590.13688,SRR2566968,Salmonella enterica SRR2566968,30333126,>32,8,<=0.25,4,64,2,0.5,<=8,64,<=4,0.5
590.13712,SRR2566969,Salmonella enterica SRR2566969,30333126,<=1,<=1,<=0.25,8,32,2,0.5,<=8,,<=4,0.5
590.13723,SRR2566970,Salmonella enterica SRR2566970,30333126,<=1,<=1,<=0.25,4,64,2,0.5,<=8,>64,<=4,0.5
590.13748,SRR2566972,Salmonella enterica SRR2566972,30333126,<=1,<=1,<=0.25,8,>256,2,<=0.25,<=8,,>32,1
590.13807,SRR2566977,Salmonella enterica SRR2566977,30333126,<=1,<=1,<=0.25,8,32,8,1,<=8,,<=4,1
590.13821,SRR2566978,Salmonella enterica SRR2566978,30333126,<=1,<=1,<=0.25,4,32,2,0.5,<=8,,<=4,1
590.13836,SRR2566979,Salmonella enterica SRR2566979,30333126,<=1,<=1,<=0.25,8,64,4,0.5,<=8,,<=4,1
590.13869,SRR2566981,Salmonella enterica SRR2566981,30333126,<=1,<=1,<=0.25,8,<=16,2,0.5,<=8,,<=4,0.5
590.13885,SRR2566982,Salmonella enterica SRR2566982,30333126,<=1,<=1,<=0.25,8,>256,2,>16,<=8,>64,<=4,1
590.14088,SRR2566992,Salmonella enterica SRR2566992,30333126,<=1,<=1,<=0.25,8,<=16,2,0.5,<=8,,<=4,1
590.17773,SRR2566994,Salmonella enterica SRR2566994,30333126,<=1,<=1,<=0.25,8,>256,2,>16,>64,>64,>32,0.5
590.17803,SRR2566995,Salmonella enterica SRR2566995,30333126,<=1,<=1,<=0.25,8,<=16,4,<=0.25,<=8,,<=4,1
590.14132,SRR2566996,Salmonella enterica SRR2566996,30333126,<=1,<=1,<=0.25,8,<=16,4,0.5,<=8,,<=4,1
590.14196,SRR2567000,Salmonella enterica SRR2567000,30333126,>32,>32,16,>32,>256,>32,>16,>64,>64,>32,>8
590.14269,SRR2567005,Salmonella enterica SRR2567005,30333126,>32,>32,8,4,>256,32,0.5,<=8,,>32,>8
590.14283,SRR2567006,Salmonella enterica SRR2567006,30333126,<=1,<=1,<=0.25,4,>256,2,0.5,>64,,>32,1
590.1436,SRR2567012,Salmonella enterica SRR2567012,30333126,>32,8,<=0.25,8,32,4,1,<=8,,<=4,1
590.14392,SRR2567014,Salmonella enterica SRR2567014,30333126,<=1,<=1,<=0.25,4,64,2,0.5,<=8,,<=4,1
590.14406,SRR2567015,Salmonella enterica SRR2567015,30333126,>32,>32,8,8,>256,16,<=0.25,<=8,,>32,8
590.14459,SRR2567018,Salmonella enterica SRR2567018,30333126,<=1,<=1,<=0.25,4,64,2,0.5,<=8,,<=4,1
590.14509,SRR2567022,Salmonella enterica SRR2567022,30333126,>32,>32,8,4,>256,16,1,>64,,>32,8
590.14519,SRR2567023,Salmonella enterica SRR2567023,30333126,<=1,<=1,<=0.25,4,32,2,0.5,<=8,>64,>32,1
590.14552,SRR2567025,Salmonella enterica SRR2567025,30333126,>32,>32,16,8,>256,>32,0.5,<=8,,>32,>8
590.14564,SRR2567026,Salmonella enterica SRR2567026,30333126,>32,>32,8,4,>256,32,<=0.25,<=8,,>32,>8
590.14589,SRR2567028,Salmonella enterica SRR2567028,30333126,>32,8,<=0.25,4,>256,4,>16,<=8,64,<=4,1
590.14619,SRR2567031,Salmonella enterica SRR2567031,30333126,<=1,<=1,<=0.25,4,32,2,0.5,<=8,,<=4,1
590.14642,SRR2567033,Salmonella enterica SRR2567033,30333126,>32,>32,16,4,>256,>32,0.5,<=8,,>32,>8
590.14728,SRR2567040,Salmonella enterica SRR2567040,30333126,<=1,<=1,<=0.25,4,32,2,0.5,<=8,64,>32,1
590.14743,SRR2567041,Salmonella enterica SRR2567041,30333126,<=1,<=1,<=0.25,8,>256,2,0.5,<=8,,>32,1
590.1478,SRR2567045,Salmonella enterica SRR2567045,30333126,<=1,<=1,<=0.25,8,>256,2,16,<=8,64,<=4,1
590.14809,SRR2567048,Salmonella enterica SRR2567048,30333126,2,<=1,<=0.25,8,64,2,0.5,<=8,,<=4,1
590.14848,SRR2567052,Salmonella enterica SRR2567052,30333126,<=1,<=1,<=0.25,4,32,2,<=0.25,<=8,>64,>32,0.5
590.14858,SRR2567053,Salmonella enterica SRR2567053,30333126,<=1,<=1,<=0.25,4,32,2,0.5,<=8,,<=4,1
590.14865,SRR2567054,Salmonella enterica SRR2567054,30333126,<=1,<=1,<=0.25,4,64,2,0.5,<=8,>64,<=4,0.5
590.14901,SRR2567058,Salmonella enterica SRR2567058,30333126,2,<=1,<=0.25,8,64,4,0.5,<=8,,<=4,1
590.14975,SRR2567064,Salmonella enterica SRR2567064,30333126,<=1,<=1,<=0.25,8,<=16,1,16,>64,64,>32,1
590.15008,SRR2567067,Salmonella enterica SRR2567067,30333126,>32,8,<=0.25,8,>256,4,>16,<=8,>64,<=4,1
590.15061,SRR2567071,Salmonella enterica SRR2567071,30333126,<=1,<=1,<=0.25,8,<=16,2,0.5,<=8,,<=4,1
590.15073,SRR2567072,Salmonella enterica SRR2567072,30333126,>32,8,<=0.25,8,>256,4,>16,<=8,>64,<=4,1
590.15101,SRR2567074,Salmonella enterica SRR2567074,30333126,<=1,<=1,<=0.25,8,64,4,0.5,<=8,,<=4,1
590.15116,SRR2567076,Salmonella enterica SRR2567076,30333126,<=1,<=1,<=0.25,4,32,2,<=0.25,<=8,>64,<=4,0.5
590.15128,SRR2567077,Salmonella enterica SRR2567077,30333126,<=1,<=1,<=0.25,4,32,2,<=0.25,<=8,>64,<=4,0.5
590.15145,SRR2567078,Salmonella enterica SRR2567078,30333126,>32,8,<=0.25,4,>256,4,<=0.25,>64,,>32,0.5
590.15161,SRR2567079,Salmonella enterica SRR2567079,30333126,<=1,<=1,<=0.25,4,>256,4,16,>64,,>32,1
590.1518,SRR2567080,Salmonella enterica SRR2567080,30333126,>32,8,<=0.25,8,>256,2,0.5,<=8,>64,>32,1
590.15191,SRR2567081,Salmonella enterica SRR2567081,30333126,>32,>32,32,8,<=16,>32,0.5,>64,,<=4,>8
590.15198,SRR2567082,Salmonella enterica SRR2567082,30333126,<=1,<=1,<=0.25,8,32,4,0.5,<=8,,<=4,1
590.15208,SRR2567083,Salmonella enterica SRR2567083,30333126,<=1,<=1,<=0.25,8,<=16,4,<=0.25,<=8,,<=4,1
590.15218,SRR2567084,Salmonella enterica SRR2567084,30333126,<=1,2,<=0.25,8,>256,4,16,<=8,64,>32,1
590.15264,SRR2567088,Salmonella enterica SRR2567088,30333126,>32,4,<=0.25,4,>256,2,>16,,>64,>32,0.5
590.15309,SRR2567090,Salmonella enterica SRR2567090,30333126,<=1,<=1,<=0.25,8,32,2,0.5,<=8,,<=4,0.5
590.15385,SRR2567095,Salmonella enterica SRR2567095,30333126,<=1,<=1,<=0.25,8,<=16,2,0.5,<=8,,>32,1
590.15436,SRR2567098,Salmonella enterica SRR2567098,30333126,<=1,<=1,<=0.25,4,32,2,<=0.25,<=8,64,<=4,0.5
590.15557,SRR2567104,Salmonella enterica SRR2567104,30333126,<=1,<=1,<=0.25,8,32,2,0.5,<=8,,<=4,0.5
590.15595,SRR2567107,Salmonella enterica SRR2567107,30333126,>32,>32,8,8,>256,32,<=0.25,<=8,,>32,8
590.15632,SRR2567109,Salmonella enterica SRR2567109,30333126,<=1,<=1,<=0.25,8,32,2,0.5,<=8,,<=4,1
590.15704,SRR2567114,Salmonella enterica SRR2567114,30333126,<=1,<=1,<=0.25,8,<=16,2,0.5,<=8,,<=4,0.5
590.15727,SRR2567115,Salmonella enterica SRR2567115,30333126,<=1,<=1,<=0.25,4,>256,4,<=0.25,<=8,,>32,0.5
590.15774,SRR2567118,Salmonella enterica SRR2567118,30333126,<=1,<=1,<=0.25,4,32,4,0.5,<=8,64,>32,1
590.15825,SRR2567121,Salmonella enterica SRR2567121,30333126,<=1,<=1,<=0.25,8,32,2,0.5,<=8,,<=4,1
590.15875,SRR2567124,Salmonella enterica SRR2567124,30333126,>32,8,<=0.25,8,>256,2,0.5,<=8,>64,>32,1
590.15905,SRR2567126,Salmonella enterica SRR2567126,30333126,<=1,<=1,<=0.25,8,32,8,8,,>64,>32,1
590.16036,SRR2567136,Salmonella enterica SRR2567136,30333126,<=1,<=1,<=0.25,8,32,1,0.5,>64,64,>32,1
590.16057,SRR2567138,Salmonella enterica SRR2567138,30333126,<=1,<=1,<=0.25,8,<=16,2,0.5,<=8,,<=4,1
590.1608,SRR2567140,Salmonella enterica SRR2567140,30333126,<=1,<=1,<=0.25,8,>256,4,0.5,<=8,,>32,1
590.16137,SRR2567143,Salmonella enterica SRR2567143,30333126,<=1,<=1,<=0.25,8,32,4,0.5,<=8,,<=4,1
590.16148,SRR2567144,Salmonella enterica SRR2567144,30333126,>32,>32,16,>32,>256,>32,1,<=8,>64,>32,8
590.16165,SRR2567145,Salmonella enterica SRR2567145,30333126,<=1,<=1,<=0.25,4,32,2,<=0.25,<=8,,<=4,0.5
590.16187,SRR2567146,Salmonella enterica SRR2567146,30333126,>32,>32,32,8,64,>32,0.5,<=8,,<=4,>8
590.16204,SRR2567147,Salmonella enterica SRR2567147,30333126,>32,32,16,8,>256,>32,<=0.25,<=8,,>32,>8
590.16227,SRR2567148,Salmonella enterica SRR2567148,30333126,<=1,<=1,<=0.25,4,>256,2,<=0.25,<=8,,>32,0.5
590.16292,SRR2567151,Salmonella enterica SRR2567151,30333126,<=1,<=1,<=0.25,8,>256,4,16,<=8,,<=4,1
590.16437,SRR2567159,Salmonella enterica SRR2567159,30333126,<=1,<=1,<=0.25,8,<=16,4,<=0.25,<=8,,<=4,1
590.16519,SRR2567164,Salmonella enterica SRR2567164,30333126,>32,>32,16,4,<=16,>32,>16,64,>64,<=4,>8
590.16544,SRR2567165,Salmonella enterica SRR2567165,30333126,>32,32,8,8,>256,32,<=0.25,<=8,,>32,8
590.16591,SRR2567168,Salmonella enterica SRR2567168,30333126,>32,32,8,4,>256,32,<=0.25,<=8,,>32,8
590.16634,SRR2567171,Salmonella enterica SRR2567171,30333126,<=1,<=1,<=0.25,8,32,4,0.5,<=8,,<=4,1
590.16656,SRR2567172,Salmonella enterica SRR2567172,30333126,>32,8,<=0.25,4,32,2,>16,<=8,>64,>32,1
590.16669,SRR2567173,Salmonella enterica SRR2567173,30333126,<=1,<=1,<=0.25,8,32,4,0.5,<=8,,>32,1
590.16689,SRR2567174,Salmonella enterica SRR2567174,30333126,>32,>32,64,8,>256,>32,>16,>64,>64,>32,>8
590.16821,SRR2567183,Salmonella enterica SRR2567183,30333126,<=1,<=1,<=0.25,4,<=16,4,0.5,<=8,,<=4,1
590.16836,SRR2567185,Salmonella enterica SRR2567185,30333126,<=1,<=1,<=0.25,8,>256,1,>16,>64,>64,<=4,0.5
590.16841,SRR2567186,Salmonella enterica SRR2567186,30333126,<=1,<=1,<=0.25,4,32,4,1,,16,<=4,1
590.16869,SRR2567189,Salmonella enterica SRR2567189,30333126,<=1,<=1,<=0.25,4,32,2,<=0.25,<=8,,<=4,1
590.16936,SRR2567194,Salmonella enterica SRR2567194,30333126,>32,>32,8,4,>256,32,<=0.25,>64,,>32,8
590.16947,SRR2567195,Salmonella enterica SRR2567195,30333126,<=1,<=1,<=0.25,8,32,4,0.5,<=8,,<=4,1
590.16954,SRR2567196,Salmonella enterica SRR2567196,30333126,>32,>32,16,8,>256,32,<=0.25,<=8,,>32,>8
590.17039,SRR2567204,Salmonella enterica SRR2567204,30333126,2,2,<=0.25,8,32,8,0.5,<=8,,<=4,2
590.17122,SRR2567212,Salmonella enterica SRR2567212,30333126,<=1,<=1,<=0.25,8,32,2,0.5,>64,64,>32,0.5
590.17125,SRR2568388,Salmonella enterica SRR2568388,30333126,<=1,<=1,<=0.25,8,128,2,<=0.25,,,<=4,0.5
590.17128,SRR2568389,Salmonella enterica SRR2568389,30333126,<=1,<=1,<=0.25,8,128,4,<=0.25,,,>32,1
590.17204,SRR2568395,Salmonella enterica SRR2568395,30333126,<=1,<=1,<=0.25,8,32,2,0.5,,,<=4,0.5
590.17221,SRR2568397,Salmonella enterica SRR2568397,30333126,>32,>32,16,8,>256,>32,<=0.25,,,>32,>8
590.12651,SRR2568398,Salmonella enterica SRR2568398,30333126,>32,8,<=0.25,4,32,2,0.5,,,32,1
590.12968,SRR2568399,Salmonella enterica SRR2568399,30333126,>32,8,<=0.25,8,>256,4,8,,,>32,1
590.13014,SRR2568402,Salmonella enterica SRR2568402,30333126,<=1,<=1,<=0.25,8,64,4,0.5,,,32,0.5
590.13152,SRR2583949,Salmonella enterica SRR2583949,30333126,<=1,<=1,<=0.25,8,>256,1,>16,,>64,>32,1
590.13186,SRR2583951,Salmonella enterica SRR2583951,30333126,>32,>32,16,8,>256,>32,<=0.25,,64,>32,>8
590.13229,SRR2583954,Salmonella enterica SRR2583954,30333126,<=1,<=1,<=0.25,8,>256,8,>16,,64,>32,1
590.13353,SRR2583962,Salmonella enterica SRR2583962,30333126,<=1,<=1,<=0.25,8,64,2,16,,>64,>32,1
590.13488,SRR2584388,Salmonella enterica SRR2584388,30333126,<=1,<=1,<=0.25,8,>256,4,>16,,>64,16,1
590.13611,SRR2584397,Salmonella enterica SRR2584397,30333126,<=1,<=1,<=0.25,8,64,2,0.5,,,<=4,1
590.13677,SRR2584401,Salmonella enterica SRR2584401,30333126,2,2,<=0.25,16,32,8,0.5,,,<=4,2
590.13814,SRR2599653,Salmonella enterica SRR2599653,30333126,>32,8,<=0.25,4,>256,2,>16,,,<=4,1
590.13879,SRR2599657,Salmonella enterica SRR2599657,30333126,<=1,<=1,<=0.25,8,64,2,0.5,,,<=4,1
590.12371,SRR2637856,Salmonella enterica SRR2637856,30333126,<=1,<=1,<=0.25,>32,>256,4,0.5,,32,<=4,1
590.12369,SRR2637879,Salmonella enterica SRR2637879,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,8,<=4,0.5
590.1237,SRR2637903,Salmonella enterica SRR2637903,30333126,<=1,<=1,<=0.25,4,<=16,2,0.5,,8,>32,1
590.12396,SRR2638014,Salmonella enterica SRR2638014,30333126,<=1,<=1,<=0.25,8,>256,2,0.5,,64,>32,1
590.12394,SRR2638017,Salmonella enterica SRR2638017,30333126,<=1,<=1,<=0.25,4,32,2,0.5,,8,<=4,0.5
590.12398,SRR2638018,Salmonella enterica SRR2638018,30333126,<=1,<=1,<=0.25,8,<=16,2,0.5,,8,>32,0.5
590.124,SRR2638019,Salmonella enterica SRR2638019,30333126,>32,>32,8,8,>256,16,0.5,,8,>32,8
590.12387,SRR2638070,Salmonella enterica SRR2638070,30333126,<=1,<=1,<=0.25,8,32,2,0.5,,16,<=4,0.5
590.17799,SRR2648198,Salmonella enterica SRR2648198,30333126,<=1,<=1,<=0.25,8,64,2,0.5,,,>32,0.5
590.12376,SRR2648740,Salmonella enterica SRR2648740,30333126,<=1,<=1,<=0.25,4,32,2,1,,16,<=4,1
 590.12373*,SRR2648749,,30333126,<=1,<=1,<=0.25,4,32,4,0.5,,64,<=4,0.5
590.12374,SRR2648750,Salmonella enterica SRR2648750,30333126,>32,>32,16,<=2,32,32,0.5,,8,<=4,>8
590.12375,SRR2648751,Salmonella enterica SRR2648751,30333126,>32,>32,32,>32,>256,>32,1,,>64,>32,>8
590.12377,SRR2648752,Salmonella enterica SRR2648752,30333126,>32,8,<=0.25,8,>256,2,0.5,,>64,>32,1
590.12382,SRR2648753,Salmonella enterica SRR2648753,30333126,<=1,<=1,<=0.25,4,32,1,0.5,,8,<=4,0.5
590.12385,SRR2648754,Salmonella enterica SRR2648754,30333126,<=1,<=1,<=0.25,8,64,2,0.5,,16,<=4,0.5
590.1238,SRR2648755,Salmonella enterica SRR2648755,30333126,<=1,<=1,<=0.25,4,32,2,0.5,,8,<=4,0.5
590.12372,SRR2648757,Salmonella enterica SRR2648757,30333126,<=1,<=1,<=0.25,8,64,2,1,,16,<=4,0.5
590.12378,SRR2649002,Salmonella enterica SRR2649002,30333126,<=1,<=1,<=0.25,4,<=16,4,0.5,,8,<=4,1
590.14257,SRR2669160,Salmonella enterica SRR2669160,30333126,>32,16,<=0.25,4,>256,4,0.5,,,>32,1
590.14296,SRR2669162,Salmonella enterica SRR2669162,30333126,<=1,<=1,<=0.25,4,>256,2,<=0.25,,,>32,1
590.14393,SRR2670660,Salmonella enterica SRR2670660,30333126,<=1,<=1,<=0.25,4,64,2,1,,64,>32,1
590.14451,SRR2670692,Salmonella enterica SRR2670692,30333126,<=1,<=1,<=0.25,8,>256,4,>16,,>64,<=4,1
590.14527,SRR2670695,Salmonella enterica SRR2670695,30333126,<=1,<=1,<=0.25,8,>256,4,>16,,64,>32,1
590.14569,SRR2670698,Salmonella enterica SRR2670698,30333126,<=1,<=1,<=0.25,8,64,8,1,,,<=4,2
590.14596,SRR2670699,Salmonella enterica SRR2670699,30333126,>32,16,<=0.25,4,32,2,0.5,,64,32,1
590.14603,SRR2670701,Salmonella enterica SRR2670701,30333126,<=1,<=1,<=0.25,8,32,2,0.5,,,<=4,1
590.1475,SRR2670709,Salmonella enterica SRR2670709,30333126,<=1,<=1,<=0.25,8,>256,2,<=0.25,,>64,>32,1
590.1485,SRR2670715,Salmonella enterica SRR2670715,30333126,2,<=1,<=0.25,8,128,2,0.5,,,<=4,1
590.14884,SRR2670716,Salmonella enterica SRR2670716,30333126,<=1,<=1,<=0.25,8,64,4,0.5,,,>32,1
590.14949,SRR2724056,Salmonella enterica SRR2724056,30333126,>32,>32,32,4,>256,>32,<=0.25,,,>32,>8
590.15013,SRR2724059,Salmonella enterica SRR2724059,30333126,<=1,<=1,<=0.25,4,>256,2,>16,,64,<=4,1
590.15047,SRR2724060,Salmonella enterica SRR2724060,30333126,2,<=1,<=0.25,8,>256,2,>16,,>64,<=4,0.5
590.15085,SRR2724061,Salmonella enterica SRR2724061,30333126,<=1,<=1,<=0.25,4,64,4,0.5,,,<=4,1
590.15141,SRR2724063,Salmonella enterica SRR2724063,30333126,>32,>32,16,8,32,>32,0.5,,,<=4,>8
590.15168,SRR2724064,Salmonella enterica SRR2724064,30333126,<=1,<=1,<=0.25,8,32,2,0.5,,,<=4,1
590.12493,SRR2829106,Salmonella enterica SRR2829106,30333126,<=1,<=1,<=0.25,4,32,2,0.5,,16,<=4,0.5
590.12496,SRR2829107,Salmonella enterica SRR2829107,30333126,<=1,2,<=0.25,8,32,2,1,,8,<=4,0.5
590.125,SRR2829110,Salmonella enterica SRR2829110,30333126,<=1,<=1,<=0.25,4,>256,2,0.5,,4,>32,1
590.12502,SRR2829112,Salmonella enterica SRR2829112,30333126,<=1,<=1,<=0.25,8,64,8,<=0.25,,8,<=4,1
590.12504,SRR2829171,Salmonella enterica SRR2829171,30333126,<=1,<=1,<=0.25,4,32,2,1,,32,<=4,0.5
590.12507,SRR2829172,Salmonella enterica SRR2829172,30333126,<=1,<=1,<=0.25,8,32,4,<=0.25,,4,<=4,1
590.12497,SRR2829308,Salmonella enterica SRR2829308,30333126,<=1,<=1,<=0.25,8,32,2,0.5,,8,<=4,1
590.12498,SRR2829310,Salmonella enterica SRR2829310,30333126,<=1,<=1,<=0.25,8,64,4,1,,8,<=4,1
590.12503,SRR2829313,Salmonella enterica SRR2829313,30333126,<=1,<=1,<=0.25,4,32,2,1,,16,<=4,1
590.15215,SRR2875422,Salmonella enterica SRR2875422,30333126,<=1,<=1,<=0.25,8,64,1,0.5,,,<=4,0.5
590.15305,SRR2889980,Salmonella enterica SRR2889980,30333126,>32,8,<=0.25,8,>256,2,>16,,>64,>32,1
590.15336,SRR2889981,Salmonella enterica SRR2889981,30333126,<=1,<=1,<=0.25,8,>256,2,>16,,>64,16,1
590.1541,SRR2889983,Salmonella enterica SRR2889983,30333126,>32,16,<=0.25,8,32,4,0.5,,,<=4,2
590.15506,SRR2910992,Salmonella enterica SRR2910992,30333126,<=1,<=1,<=0.25,8,>256,2,>16,,>64,<=4,1
590.15719,SRR2911794,Salmonella enterica SRR2911794,30333126,<=1,<=1,<=0.25,8,>256,4,0.5,,,>32,0.5
590.1577,SRR2912640,Salmonella enterica SRR2912640,30333126,<=1,<=1,<=0.25,8,<=16,2,<=0.25,,,<=4,0.5
590.15852,SRR2912645,Salmonella enterica SRR2912645,30333126,<=1,<=1,<=0.25,4,32,2,0.5,,,<=4,1
590.15952,SRR2912651,Salmonella enterica SRR2912651,30333126,>32,8,<=0.25,8,32,2,>16,,,>32,1
590.16042,SRR2912655,Salmonella enterica SRR2912655,30333126,<=1,<=1,<=0.25,4,>256,2,8,,,<=4,0.5
590.16121,SRR2912658,Salmonella enterica SRR2912658,30333126,>32,16,<=0.25,8,>256,2,>16,,64,>32,0.5
590.16153,SRR2912659,Salmonella enterica SRR2912659,30333126,<=1,<=1,<=0.25,8,>256,2,1,,>64,>32,1
590.16218,SRR2917938,Salmonella enterica SRR2917938,30333126,<=1,<=1,<=0.25,8,64,2,<=0.25,,,8,0.5
590.16281,SRR2918183,Salmonella enterica SRR2918183,30333126,>32,16,<=0.25,8,>256,2,16,,64,<=4,1
590.16409,SRR2918189,Salmonella enterica SRR2918189,30333126,>32,16,<=0.25,8,32,2,0.5,,>64,>32,1
590.16499,SRR2918195,Salmonella enterica SRR2918195,30333126,>32,>32,<=0.25,8,>256,4,>16,,>64,<=4,2
590.12527,SRR2919947,Salmonella enterica SRR2919947,30333126,<=1,<=1,<=0.25,8,>256,4,0.5,,>64,>32,1
590.12526,SRR2919949,Salmonella enterica SRR2919949,30333126,<=1,<=1,<=0.25,8,32,2,0.5,,16,<=4,1
590.12525,SRR2919950,Salmonella enterica SRR2919950,30333126,<=1,<=1,<=0.25,4,32,2,<=0.25,,4,<=4,1
590.12522,SRR2919952,Salmonella enterica SRR2919952,30333126,<=1,<=1,<=0.25,8,32,4,0.5,,8,<=4,1
590.12531,SRR2919953,Salmonella enterica SRR2919953,30333126,<=1,<=1,<=0.25,4,32,2,0.5,,16,<=4,1
590.12528,SRR2920066,Salmonella enterica SRR2920066,30333126,<=1,<=1,<=0.25,8,32,2,0.5,,8,<=4,1
590.12521,SRR2920118,Salmonella enterica SRR2920118,30333126,<=1,<=1,<=0.25,8,32,4,0.5,,8,>32,1
590.12524,SRR2920119,Salmonella enterica SRR2920119,30333126,<=1,<=1,<=0.25,8,>256,4,<=0.25,,>64,>32,1
590.12532,SRR2920120,Salmonella enterica SRR2920120,30333126,<=1,<=1,<=0.25,8,64,4,<=0.25,,8,<=4,1
590.16595,SRR2939006,Salmonella enterica SRR2939006,30333126,2,2,<=0.25,8,>256,2,>16,,>64,>32,1
590.16619,SRR2939007,Salmonella enterica SRR2939007,30333126,<=1,<=1,<=0.25,8,64,4,0.5,,,<=4,1
590.16629,SRR2939119,Salmonella enterica SRR2939119,30333126,>32,>32,16,8,,>16,0.5,,,<=4,>8
590.16649,SRR2939120,Salmonella enterica SRR2939120,30333126,<=1,<=1,<=0.25,8,>256,4,1,,>64,>32,1
590.16678,SRR2939123,Salmonella enterica SRR2939123,30333126,2,2,<=0.25,8,>256,2,<=0.25,,,>32,0.5
590.16683,SRR2939124,Salmonella enterica SRR2939124,30333126,<=1,<=1,<=0.25,8,>256,4,<=0.25,,,>32,0.5
590.12278,SRR2939561,Salmonella enterica SRR2939561,30333126,>32,2,64,>32,>256,4,8,,8,>32,>8
590.12338,SRR2939562,Salmonella enterica SRR2939562,30333126,>32,2,64,>32,>256,4,16,,64,>32,>8
590.16713,SRR2962357,Salmonella enterica SRR2962357,30333126,<=1,<=1,<=0.25,8,>256,4,16,,64,<=4,1
590.16728,SRR2962358,Salmonella enterica SRR2962358,30333126,<=1,2,<=0.25,8,>256,2,>16,,>64,>32,1
590.16746,SRR2962359,Salmonella enterica SRR2962359,30333126,>32,8,<=0.25,8,>256,4,>16,,64,>32,1
590.16765,SRR2962361,Salmonella enterica SRR2962361,30333126,<=1,<=1,<=0.25,8,32,4,0.5,,,<=4,1
590.16833,SRR2962365,Salmonella enterica SRR2962365,30333126,>32,8,<=0.25,8,32,2,0.5,,>64,>32,1
590.16873,SRR2962367,Salmonella enterica SRR2962367,30333126,<=1,<=1,<=0.25,4,32,2,0.5,,64,>32,1
590.16886,SRR2962393,Salmonella enterica SRR2962393,30333126,>32,8,<=0.25,4,64,2,0.5,,64,>32,1
590.16925,SRR2962396,Salmonella enterica SRR2962396,30333126,2,<=1,<=0.25,8,64,2,0.5,,,<=4,1
590.16997,SRR2962400,Salmonella enterica SRR2962400,30333126,>32,32,8,8,>256,32,>16,,,<=4,8
590.17036,SRR2962401,Salmonella enterica SRR2962401,30333126,<=1,<=1,<=0.25,8,>256,2,0.5,,>64,>32,1
590.1705,SRR2962402,Salmonella enterica SRR2962402,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,,<=4,1
590.17057,SRR2962403,Salmonella enterica SRR2962403,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,,<=4,1
590.17093,SRR2962405,Salmonella enterica SRR2962405,30333126,32,>32,32,8,>256,>32,0.5,,>64,>32,>8
590.17106,SRR2962406,Salmonella enterica SRR2962406,30333126,>32,>32,32,8,>256,>32,<=0.25,,>64,>32,>8
590.17119,SRR2962407,Salmonella enterica SRR2962407,30333126,>32,>32,16,8,>256,>32,0.5,,,>32,>8
590.12547,SRR2962883,Salmonella enterica SRR2962883,30333126,<=1,<=1,<=0.25,4,>256,4,<=0.25,,8,>32,1
590.12539,SRR2962886,Salmonella enterica SRR2962886,30333126,<=1,<=1,<=0.25,8,32,2,1,,8,<=4,0.5
590.12546,SRR2962888,Salmonella enterica SRR2962888,30333126,2,<=1,<=0.25,4,32,8,1,,16,<=4,2
590.12538,SRR2962897,Salmonella enterica SRR2962897,30333126,>32,>32,32,8,32,>32,0.5,,8,<=4,>8
590.12534,SRR2962898,Salmonella enterica SRR2962898,30333126,<=1,<=1,<=0.25,8,32,2,0.5,,4,<=4,0.5
590.12541,SRR2962899,Salmonella enterica SRR2962899,30333126,<=1,<=1,<=0.25,4,32,2,0.5,,8,<=4,1
