PATRIC ID,Run Accession,Genome Name,Publication (pubmed ID),Amikacin,Ampicillin/Sulbactam,Aztreonam,Cefazolin,Cefepime,Cefoxitin,Ceftazidime,Ceftriaxone,Cefuroxime sodium,Ciprofloxacin,Gentamicin,Imipenem,Levofloxacin,Meropenem,Nitrofurantoin,Piperacillin/Tazobactam,Tetracycline,Tobramycin,Trimethoprim/Sulfamethoxazole
573.13334,SRR5386793,Klebsiella pneumoniae KPN1384ec,29323230,<=8,>16/8,4,>16,<=1,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,16/4,4,<=2,<=0.5/9
573.13335,SRR5386792,Klebsiella pneumoniae KPN1385ec,29323230,<=8,>16/8,16,>16,>16,<=4,16,>32,>16,>2,>8,<=1,<=1,<=1,64,16/4,>8,>8,>2/38
573.13336,SRR5386791,Klebsiella pneumoniae KPN1386ec,29323230,<=8,>16/8,>16,>16,<=1,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,,16/4,4,<=2,<=0.5/9
573.13338,SRR5386789,Klebsiella pneumoniae KPN1388ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,<=2,>2/38
573.13340,SRR5386787,Klebsiella pneumoniae KPN1390ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,>8,<=2,>2/38
573.13341,SRR5386785,Klebsiella pneumoniae KPN1393ec,29323230,32,>16/8,>16,>16,16,>16,>16,>32,>16,>2,4,<=1,>4,2,,>64/4,8,>8,>2/38
573.13342,SRR5386783,Klebsiella pneumoniae KPN1397ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,16/4,>8,>8,2/38
573.13343,SRR5386784,Klebsiella pneumoniae KPN1394ec,29323230,32,>16/8,>16,>16,4,>16,>16,32,>16,>2,4,<=1,>4,<=1,>64,64/4,>8,>8,>2/38
573.13344,SRR5386782,Klebsiella pneumoniae KPN1398ec,29323230,<=8,>16/8,>16,>16,>16,8,>16,>32,>16,>2,<=2,<=1,2,<=1,,>64/4,>8,<=2,<=0.5/9
573.13345,SRR5386443,Klebsiella pneumoniae KPN139ec,29323230,<=8,>16/8,>16,>16,>16,16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,8,>2/38
573.13346,SRR5386780,Klebsiella pneumoniae KPN1401ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,<=0.5,<=2,8,<=1,>8,,>64/4,<=2,<=2,<=0.5/9
573.13347,SRR5386778,Klebsiella pneumoniae KPN1403ec,29323230,32,>16/8,>16,>16,4,16,>16,32,>16,>2,4,<=1,>4,<=1,>64,>64/4,4,>8,>2/38
573.13348,SRR5386777,Klebsiella pneumoniae KPN1404ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,16/4,<=2,>8,>2/38
573.13349,SRR5386776,Klebsiella pneumoniae KPN1405ec,29323230,<=8,>16/8,>16,>16,>16,8,>16,>32,>16,>2,>8,<=1,4,<=1,,16/4,>8,>8,>2/38
573.13350,SRR5386775,Klebsiella pneumoniae KPN1406ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,8,>4,>8,64,>64/4,>8,>8,>2/38
573.13351,SRR5386774,Klebsiella pneumoniae KPN1407ec,29323230,32,>16/8,>16,>16,16,>16,>16,>32,>16,>2,<=2,<=1,>4,2,,>64/4,4,>8,>2/38
573.13352,SRR5386772,Klebsiella pneumoniae KPN1409ec,29323230,<=8,>16/8,<=2,>16,<=1,8,>16,>32,>16,>2,<=2,<=1,,<=1,,>64/4,4,<=2,<=0.5/9
573.13353,SRR5386442,Klebsiella pneumoniae KPN140ec,29323230,16,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,8,>8,1/19
573.13354,SRR5386771,Klebsiella pneumoniae KPN1410ec,29323230,<=8,>16/8,<=2,>16,<=1,8,>16,>32,>16,>2,<=2,2,>4,<=1,,>64/4,4,<=2,<=0.5/9
573.13355,SRR5386770,Klebsiella pneumoniae KPN1411ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,8,>4,>8,>64,>64/4,>8,8,>2/38
573.13356,SRR5386769,Klebsiella pneumoniae KPN1413ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,>8,<=2,>2/38
573.13357,SRR5386768,Klebsiella pneumoniae KPN1414ec,29323230,<=8,>16/8,>16,>16,>16,16,>16,>32,>16,>2,>8,<=1,4,<=1,>64,32/4,>8,>8,>2/38
573.13358,SRR5386767,Klebsiella pneumoniae KPN1415ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,<=0.5,<=2,8,<=1,>8,,>64/4,<=2,<=2,<=0.5/9
573.13359,SRR5386766,Klebsiella pneumoniae KPN1416ec,29323230,<=8,16/8,>16,>16,4,<=4,>16,32,>16,2,<=2,<=1,<=1,<=1,64,8/4,<=2,<=2,>2/38
573.13360,SRR5386765,Klebsiella pneumoniae KPN1417ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,4,<=2,>2/38
573.13361,SRR5386441,Klebsiella pneumoniae KPN141ec,29323230,>32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,8,>4,8,>64,>64/4,4,>8,>2/38
573.13362,SRR5386762,Klebsiella pneumoniae KPN1420ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,8,>4,4,,>64/4,4,>8,>2/38
573.13363,SRR5386761,Klebsiella pneumoniae KPN1422ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,>8,>4,2,,>64/4,4,>8,>2/38
573.13364,SRR5386760,Klebsiella pneumoniae KPN1423ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,2,>4,8,>64,>64/4,>8,>8,>2/38
573.13365,SRR5386759,Klebsiella pneumoniae KPN1424ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,8,>4,>8,,>64/4,>8,<=2,>2/38
573.13366,SRR5386758,Klebsiella pneumoniae KPN1425ec,29323230,<=8,>16/8,<=2,>16,<=1,<=4,<=0.5,>32,>16,1,>8,<=1,<=1,<=1,32,4/4,>8,8,<=0.5/9
573.13367,SRR5386757,Klebsiella pneumoniae KPN1426ec,29323230,>32,>16/8,>16,>16,,>16,>16,>32,>16,>2,>8,>8,>4,8,>64,>64/4,>8,>8,>2/38
573.13368,SRR5386756,Klebsiella pneumoniae KPN1427ec,29323230,<=8,>16/8,>16,>16,>16,16,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,8/4,<=2,<=2,>2/38
573.13369,SRR5386755,Klebsiella pneumoniae KPN1428ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,4,>8,>2/38
573.13370,SRR5386754,Klebsiella pneumoniae KPN1429ec,29323230,<=8,16/8,>16,>16,2,<=4,>16,32,>16,1,<=2,<=1,<=1,<=1,64,8/4,<=2,<=2,>2/38
573.13371,SRR5386440,Klebsiella pneumoniae KPN142ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,4,8,<=0.5/9
573.13372,SRR5386753,Klebsiella pneumoniae KPN1430ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,,16/4,>8,8,>2/38
573.13373,SRR5386752,Klebsiella pneumoniae KPN1431ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,<=2,>2/38
573.13374,SRR5386751,Klebsiella pneumoniae KPN1432ec,29323230,<=8,>16/8,>16,>16,>16,<=4,16,>32,>16,>2,>8,<=1,<=1,<=1,,8/4,>8,>8,>2/38
573.13375,SRR5386750,Klebsiella pneumoniae KPN1433ec,29323230,<=8,>16/8,>16,>16,>16,<=4,16,>32,>16,>2,>8,<=1,<=1,<=1,,32/4,>8,>8,>2/38
573.13376,SRR5386749,Klebsiella pneumoniae KPN1434ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,<=2,<=1,4,<=1,>64,32/4,<=2,>8,>2/38
573.13377,SRR5386748,Klebsiella pneumoniae KPN1435ec,29323230,<=8,>16/8,>16,>16,,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,<=2,>2/38
573.13378,SRR5386746,Klebsiella pneumoniae KPN1437ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,>8,>4,>8,,>64/4,4,>8,>2/38
573.13379,SRR5386745,Klebsiella pneumoniae KPN1438ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,8/4,>8,8,>2/38
573.13380,SRR5386744,Klebsiella pneumoniae KPN1439ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,4,>8,2/38
573.13381,SRR5386439,Klebsiella pneumoniae KPN143ec,29323230,<=8,>16/8,16,>16,8,<=4,>16,>32,>16,>2,>8,<=1,>4,<=1,,8/4,>8,>8,>2/38
573.13382,SRR5386743,Klebsiella pneumoniae KPN1440ec,29323230,<=8,>16/8,>16,>16,,>16,>16,>32,>16,>2,<=2,8,>4,>8,,>64/4,8,<=2,>2/38
573.13383,SRR5386742,Klebsiella pneumoniae KPN1441ec,29323230,<=8,16/8,16,>16,16,<=4,>16,>32,>16,2,<=2,<=1,<=1,<=1,64,4/4,<=2,<=2,>2/38
573.13384,SRR5386740,Klebsiella pneumoniae KPN1443ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,8,>8,>2/38
573.13385,SRR5386739,Klebsiella pneumoniae KPN1444ec,29323230,<=8,>16/8,>16,>16,>16,<=4,8,>32,>16,>2,>8,<=1,<=1,<=1,,16/4,>8,>8,>2/38
573.13386,SRR5386724,Klebsiella pneumoniae KPN1445ec,29323230,<=8,>16/8,>16,>16,16,8,16,>32,>16,>2,<=2,<=1,>4,<=1,,8/4,>8,<=2,<=0.5/9
573.13387,SRR5386723,Klebsiella pneumoniae KPN1446ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,4,>4,4,,>64/4,>8,>8,>2/38
573.13388,SRR5386722,Klebsiella pneumoniae KPN1447ec,29323230,<=8,>16/8,>16,>16,>16,16,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,8,8,>2/38
573.13389,SRR5386721,Klebsiella pneumoniae KPN1448ec,29323230,<=8,>16/8,>16,>16,16,>16,>16,>32,>16,>2,<=2,>8,>4,>8,,>64/4,>8,<=2,>2/38
573.13390,SRR5386720,Klebsiella pneumoniae KPN1449ec,29323230,16,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,4,>8,>2/38
573.13391,SRR5386438,Klebsiella pneumoniae KPN144ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,32/4,>8,8,>2/38
573.13392,SRR5386719,Klebsiella pneumoniae KPN1450ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,8,>8,>2/38
573.13393,SRR5386718,Klebsiella pneumoniae KPN1451ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,<=2,2/38
573.13394,SRR5386716,Klebsiella pneumoniae KPN1453ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,>8,>4,4,,>64/4,>8,>8,>2/38
573.13395,SRR5386715,Klebsiella pneumoniae KPN1454ec,29323230,<=8,>16/8,>16,>16,<=1,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,32,>64/4,>8,>8,>2/38
573.13396,SRR5386714,Klebsiella pneumoniae KPN1455ec,29323230,<=8,>16/8,>16,>16,16,<=4,>16,>32,>16,>2,<=2,<=1,4,<=1,>64,32/4,<=2,8,>2/38
573.13397,SRR5386713,Klebsiella pneumoniae KPN1456ec,29323230,<=8,>16/8,>16,>16,16,>16,>16,>32,>16,>2,<=2,8,>4,>8,,>64/4,>8,<=2,>2/38
573.13398,SRR5386711,Klebsiella pneumoniae KPN1458ec,29323230,>32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,>8,>4,8,,>64/4,>8,>8,>2/38
573.13399,SRR5386437,Klebsiella pneumoniae KPN145ec,29323230,>32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,>8,>4,>8,>64,>64/4,4,>8,<=0.5/9
573.13400,SRR5386710,Klebsiella pneumoniae KPN1460ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,8,>8,>2/38
573.13401,SRR5386709,Klebsiella pneumoniae KPN1461ec,29323230,<=8,8/4,<=2,4,<=1,>16,<=0.5,<=2,>16,<=0.5,<=2,<=1,<=1,<=1,,16/4,>8,<=2,1/19
573.13402,SRR5386706,Klebsiella pneumoniae KPN1464ec,29323230,32,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,4,>8,>4,>8,>64,>64/4,<=2,>8,<=0.5/9
573.13403,SRR5386708,Klebsiella pneumoniae KPN1462ec,29323230,<=8,>16/8,>16,>16,16,>16,>16,>32,>16,1,<=2,8,<=1,>8,,>64/4,8,<=2,1/19
573.13404,SRR5386705,Klebsiella pneumoniae KPN1465ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,,16/4,>8,8,>2/38
573.13405,SRR5386703,Klebsiella pneumoniae KPN1467ec,29323230,<=8,>16/8,>16,>16,4,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,16/4,>8,<=2,1/19
573.13406,SRR5386701,Klebsiella pneumoniae KPN1469ec,29323230,<=8,>16/8,>16,>16,>16,16,>16,>32,>16,>2,<=2,<=1,>4,<=1,32,>64/4,8,<=2,>2/38
573.13407,SRR5386436,Klebsiella pneumoniae KPN146ec,29323230,<=8,>16/8,>16,>16,>16,8,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,<=2,8,>2/38
573.13408,SRR5386700,Klebsiella pneumoniae KPN1470ec,29323230,<=8,16/8,<=2,<=2,<=1,16,1,<=2,16,<=0.5,<=2,<=1,<=1,<=1,,32/4,>8,<=2,<=0.5/9
573.13409,SRR5386699,Klebsiella pneumoniae KPN1471ec,29323230,<=8,>16/8,>16,>16,16,<=4,>16,>32,>16,2,<=2,<=1,<=1,<=1,,4/4,<=2,<=2,>2/38
573.13411,SRR5386697,Klebsiella pneumoniae KPN1473ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,<=0.5,<=2,<=1,<=1,<=1,64,4/4,<=2,<=2,<=0.5/9
573.13412,SRR5386696,Klebsiella pneumoniae KPN1474ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,>8,>4,>8,,>64/4,4,>8,>2/38
573.13413,SRR5386695,Klebsiella pneumoniae KPN1475ec,29323230,<=8,>16/8,>16,>16,16,<=4,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,32/4,>8,<=2,>2/38
573.13414,SRR5386694,Klebsiella pneumoniae KPN1476ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,>8,<=1,<=1,<=1,64,64/4,>8,>8,>2/38
573.13415,SRR5386692,Klebsiella pneumoniae KPN1478ec,29323230,<=8,>16/8,>16,>16,,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,64/4,4,<=2,>2/38
573.13416,SRR5386693,Klebsiella pneumoniae KPN1477ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,<=2,>2/38
573.13417,SRR5386702,Klebsiella pneumoniae KPN1479ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,>8,>4,2,>64,>64/4,4,>8,>2/38
573.13418,SRR5386435,Klebsiella pneumoniae KPN147ec,29323230,32,>16/8,>16,>16,>16,16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,<=2,>8,>2/38
573.13419,SRR5386690,Klebsiella pneumoniae KPN1481ec,29323230,16,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,>8,>4,>8,>64,>64/4,8,>8,1/19
573.13420,SRR5386689,Klebsiella pneumoniae KPN1482ec,29323230,>32,>16/8,>16,>16,16,>16,>16,>32,>16,>2,>8,4,>4,2,,>64/4,>8,>8,>2/38
573.13422,SRR5386686,Klebsiella pneumoniae KPN1485ec,29323230,<=8,>16/8,>16,>16,4,>16,>16,32,>16,<=0.5,<=2,<=1,<=1,<=1,,>64/4,>8,<=2,<=0.5/9
573.13424,SRR5386687,Klebsiella pneumoniae KPN1484ec,29323230,<=8,>16/8,>16,>16,>16,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,64,8/4,>8,<=2,>2/38
573.13425,SRR5386684,Klebsiella pneumoniae KPN1487ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,16/4,8,<=2,>2/38
573.13426,SRR5386683,Klebsiella pneumoniae KPN1488ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,8,2,>4,,,>64/4,8,>8,>2/38
573.13427,SRR5386682,Klebsiella pneumoniae KPN1489ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,>8,>4,>8,>64,>64/4,>8,8,>2/38
573.13428,SRR5386681,Klebsiella pneumoniae KPN1490ec,29323230,16,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,<=2,<=1,<=1,<=1,,>64/4,>8,>8,>2/38
573.13429,SRR5386680,Klebsiella pneumoniae KPN1491ec,29323230,16,>16/8,>16,>16,8,16,>16,>32,>16,>2,>8,8,>4,8,,>64/4,>8,>8,>2/38
573.13430,SRR5386679,Klebsiella pneumoniae KPN1493ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,<=2,4,>4,,,>64/4,4,<=2,>2/38
573.13431,SRR5386678,Klebsiella pneumoniae KPN1494ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,4,>4,12,,>64/4,<=2,>8,>2/38
573.13432,SRR5386677,Klebsiella pneumoniae KPN1495ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,4,>4,16,,>64/4,>8,>8,>2/38
573.13433,SRR5386676,Klebsiella pneumoniae KPN1496ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,8,>8,>4,>8,>64,>64/4,8,>8,>2/38
573.13434,SRR5386675,Klebsiella pneumoniae KPN1497ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,>8,8,>2/38
573.13435,SRR5386674,Klebsiella pneumoniae KPN1498ec,29323230,32,>16/8,>16,>16,,8,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,4,>8,>2/38
573.13436,SRR5386673,Klebsiella pneumoniae KPN1499ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,<=2,<=1,4,<=1,>64,64/4,<=2,8,>2/38
573.13437,SRR5386672,Klebsiella pneumoniae KPN1500ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,64/4,>8,8,>2/38
573.13438,SRR5386671,Klebsiella pneumoniae KPN1501ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,8,>4,>8,>64,>64/4,8,>8,>2/38
573.13440,SRR5386668,Klebsiella pneumoniae KPN1505ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,>8,>4,>8,,>64/4,4,>8,>2/38
573.13441,SRR5386666,Klebsiella pneumoniae KPN1507ec,29323230,<=8,>16/8,>16,>16,,>16,>16,>32,>16,>2,>8,<=1,>4,4,>64,>64/4,>8,<=2,>2/38
573.13442,SRR5386665,Klebsiella pneumoniae KPN1508ec,29323230,<=8,>16/8,>16,>16,16,<=4,>16,>32,>16,2,<=2,<=1,<=1,<=1,64,8/4,<=2,<=2,>2/38
573.13443,SRR5386664,Klebsiella pneumoniae KPN1509ec,29323230,<=8,>16/8,4,>16,8,<=4,1,>32,>16,2,>8,<=1,<=1,<=1,,<=2/4,>8,8,>2/38
573.13444,SRR5386662,Klebsiella pneumoniae KPN1511ec,29323230,16,>16/8,>16,>16,16,16,>16,>32,>16,>2,<=2,8,>4,8,,>64/4,<=2,>8,>2/38
573.13445,SRR5386661,Klebsiella pneumoniae KPN1512ec,29323230,32,>16/8,>16,>16,8,>16,>16,>32,>16,>2,4,<=1,>4,<=1,>64,>64/4,8,>8,>2/38
573.13446,SRR5386660,Klebsiella pneumoniae KPN1513ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,<=2,>2/38
573.13447,SRR5386659,Klebsiella pneumoniae KPN1514ec,29323230,<=8,>16/8,>16,>16,,>16,>16,>32,>16,>2,<=2,<=1,>4,4,>64,>64/4,8,<=2,1/19
573.13448,SRR5386658,Klebsiella pneumoniae KPN1515ec,29323230,16,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,8,>4,>8,,>64/4,4,>8,<=0.5/9
573.13449,SRR5386657,Klebsiella pneumoniae KPN1516ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,8,<=1,>4,2,>64,>64/4,<=2,>8,>2/38
573.13450,SRR5386656,Klebsiella pneumoniae KPN1517ec,29323230,16,>16/8,>16,>16,8,16,>16,>32,>16,>2,<=2,<=1,>4,4,,>64/4,<=2,>8,>2/38
573.13451,SRR5386655,Klebsiella pneumoniae KPN1518ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,2,>4,4,>64,>64/4,8,<=2,1/19
573.13452,SRR5386433,Klebsiella pneumoniae KPN151ec,29323230,<=8,>16/8,>16,>16,16,<=4,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,16/4,>8,>8,>2/38
573.13453,SRR5386654,Klebsiella pneumoniae KPN1520ec,29323230,32,>16/8,>16,>16,>16,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,4,>8,>2/38
573.13454,SRR5386653,Klebsiella pneumoniae KPN1521ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,,8/4,>8,<=2,<=0.5/9
573.13455,SRR5386652,Klebsiella pneumoniae KPN1522ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,8,>4,>8,,>64/4,4,>8,>2/38
573.13456,SRR5386651,Klebsiella pneumoniae KPN1523ec,29323230,<=8,>16/8,<=2,>16,<=1,<=4,8,<=2,<=4,<=0.5,<=2,<=1,<=1,<=1,,>64/4,>8,<=2,<=0.5/9
573.13457,SRR5386649,Klebsiella pneumoniae KPN1525ec,29323230,<=8,>16/8,>16,>16,>16,16,>16,>32,>16,>2,<=2,<=1,2,<=1,64,>64/4,4,<=2,<=0.5/9
573.13458,SRR5386648,Klebsiella pneumoniae KPN1526ec,29323230,<=8,>16/8,8,>16,,8,>16,>32,>16,>2,>8,<=1,>4,<=1,,64/4,4,>8,>2/38
573.13459,SRR5386647,Klebsiella pneumoniae KPN1527ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,>8,<=1,<=1,<=1,64,64/4,>8,>8,>2/38
573.13460,SRR5386646,Klebsiella pneumoniae KPN1529ec,29323230,<=8,16/8,>16,>16,<=1,<=4,>16,16,8,>2,<=2,<=1,>4,<=1,,<=2/4,4,>8,<=0.5/9
573.13461,SRR5386645,Klebsiella pneumoniae KPN1530ec,29323230,16,>16/8,>16,>16,16,>16,>16,>32,>16,>2,<=2,<=1,>4,4,>64,>64/4,4,>8,>2/38
573.13462,SRR5386644,Klebsiella pneumoniae KPN1531ec,29323230,<=8,>16/8,16,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,2,,>64/4,>8,8,>2/38
573.13463,SRR5386643,Klebsiella pneumoniae KPN1532ec,29323230,<=8,>16/8,16,>16,>16,<=4,>16,>32,>16,>2,>8,<=1,>4,<=1,64,>64/4,4,8,<=0.5/9
573.13464,SRR5386642,Klebsiella pneumoniae KPN1533ec,29323230,<=8,16/8,>16,>16,4,8,>16,16,>16,>2,<=2,<=1,>4,<=1,>64,32/4,4,<=2,>2/38
573.13465,SRR5386641,Klebsiella pneumoniae KPN1534ec,29323230,16,>16/8,>16,>16,<=1,16,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,>8,>8,>2/38
573.13466,SRR5386640,Klebsiella pneumoniae KPN1535ec,29323230,<=8,>16/8,<=2,>16,>16,>16,1,<=2,>16,>2,>8,<=1,>4,<=1,,>64/4,>8,>8,>2/38
573.13467,SRR5386639,Klebsiella pneumoniae KPN1536ec,29323230,<=8,>16/8,>16,>16,,8,>16,>32,>16,>2,>8,<=1,>4,<=1,64,>64/4,4,8,<=0.5/9
573.13468,SRR5386638,Klebsiella pneumoniae KPN1537ec,29323230,32,16/8,>16,>16,4,8,>16,32,>16,>2,4,<=1,>4,<=1,,16/4,4,>8,>2/38
573.13469,SRR5386637,Klebsiella pneumoniae KPN1539ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,>8,<=1,>4,<=1,,16/4,4,<=2,>2/38
573.13470,SRR5386636,Klebsiella pneumoniae KPN1540ec,29323230,16,>16/8,16,>16,,>16,>16,>32,>16,>2,4,>8,>4,>8,>64,>64/4,8,>8,>2/38
573.13471,SRR5386635,Klebsiella pneumoniae KPN1542ec,29323230,<=8,>16/8,>16,>16,16,<=4,>16,>32,>16,>2,>8,<=1,<=1,<=1,,64/4,>8,>8,>2/38
573.13472,SRR5386634,Klebsiella pneumoniae KPN1543ec,29323230,<=8,>16/8,>16,>16,>16,8,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,16/4,>8,8,>2/38
573.13473,SRR5386633,Klebsiella pneumoniae KPN1544ec,29323230,<=8,>16/8,>16,>16,16,8,>16,>32,>16,>2,>8,<=1,>4,<=1,,32/4,4,>8,>2/38
573.13474,SRR5386632,Klebsiella pneumoniae KPN1545ec,29323230,16,>16/8,<=2,>16,>16,>16,1,<=2,>16,>2,>8,<=1,>4,<=1,,>64/4,>8,>8,>2/38
573.13475,SRR5386631,Klebsiella pneumoniae KPN1546ec,29323230,<=8,>16/8,>16,>16,<=1,16,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,>8,8,>2/38
573.13476,SRR5386630,Klebsiella pneumoniae KPN1547ec,29323230,16,>16/8,<=2,>16,>16,>16,1,<=2,>16,>2,>8,<=1,>4,<=1,,>64/4,>8,>8,>2/38
573.13477,SRR5386629,Klebsiella pneumoniae KPN1548ec,29323230,16,>16/8,>16,>16,16,>16,>16,>32,>16,>2,<=2,<=1,>4,4,>64,>64/4,4,>8,>2/38
