Assembly,Level,run_accession,sample_accession,sample,Taxonomy,CC,mecA Type,Penicillin MIC ug/ml + 15ug/ml Clavulanic acid,Penicillin MIC ug/ml,Amoxicillin MIC ug/ml + 15ug/ml Clavulanic acid,Amoxicillin MIC ug/ml,Number,Isolate,ENA accession,Penicillin/clavulanic acid susceptibility based on ECOFF of ≤2.0 µg/ml.,fastq_ftp,year
NA,NA,ERR702208,SAMEA2664797,MPROS2150,NA,8,NA,0.19,24,NA,NA,258,MPROS2150,ERS512808,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR702/ERR702208/ERR702208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR702/ERR702208/ERR702208_2.fastq.gz,2015
NA,NA,ERR355928,SAMEA1572280,MPROS0194,NA,8,NA,0.125,16,NA,NA,259,MPROS0194,ERS163093,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/ERR355928/ERR355928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/ERR355928/ERR355928_2.fastq.gz,2012-2013
NA,NA,ERR213001,SAMEA1572496,MPROS0442,NA,8,NA,0.125,16,NA,NA,260,MPROS0442,ERS161499,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/ERR213001/ERR213001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/ERR213001/ERR213001_2.fastq.gz,2012-2013
NA,NA,ERR736945,SAMEA2665015,MPROS2346,NA,8,NA,0.19,24,NA,NA,261,MPROS2346,ERS513026,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR736/ERR736945/ERR736945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR736/ERR736945/ERR736945_2.fastq.gz,2015
NA,NA,ERR730953,SAMEA2665021,MPROS2356,NA,8,NA,0.25,24,NA,NA,262,MPROS2356,ERS513032,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR730/ERR730953/ERR730953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR730/ERR730953/ERR730953_2.fastq.gz,2015
NA,NA,ERR774759,SAMEA2664607,MPROS2108,NA,8,NA,0.25,24,NA,NA,263,MPROS2108,ERS512618,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR774/ERR774759/ERR774759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR774/ERR774759/ERR774759_2.fastq.gz,2015
NA,NA,ERR701945,SAMEA2042827,MPROS721,NA,8,NA,0.25,24,NA,NA,264,MPROS0721,ERS197683,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR701/ERR701945/ERR701945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR701/ERR701945/ERR701945_2.fastq.gz,2015
NA,NA,ERR736985,SAMEA2665049,MPROS2365,NA,8,NA,0.25,32,NA,NA,265,MPROS2365,ERS513060,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR736/ERR736985/ERR736985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR736/ERR736985/ERR736985_2.fastq.gz,2015
NA,NA,ERR715270,SAMEA2664570,MPROS2097,NA,8,NA,0.125,24,NA,NA,266,MPROS2097,ERS512581,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR715/ERR715270/ERR715270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR715/ERR715270/ERR715270_2.fastq.gz,2015
NA,NA,ERR714975,SAMEA2041315,MPROS837,NA,8,NA,0.094,24,NA,NA,267,MPROS0837,ERS197817,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR714/ERR714975/ERR714975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR714/ERR714975/ERR714975_2.fastq.gz,2015
NA,NA,ERR736964,SAMEA2665048,MPROS2381,NA,8,NA,0.032,16,NA,NA,268,MPROS2381,ERS513059,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR736/ERR736964/ERR736964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR736/ERR736964/ERR736964_2.fastq.gz,2015
NA,NA,ERR714843,SAMEA2663826,MPROS1210,NA,8,NA,0.19,32,NA,NA,269,MPROS1210,ERS511837,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR714/ERR714843/ERR714843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR714/ERR714843/ERR714843_2.fastq.gz,2015
NA,NA,ERR702215,SAMEA2664815,MPROS2149,NA,8,NA,0.19,24,NA,NA,270,MPROS2149,ERS512826,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR702/ERR702215/ERR702215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR702/ERR702215/ERR702215_2.fastq.gz,2015
NA,NA,ERR730959,SAMEA2665027,MPROS2362,NA,8,NA,0.19,24,NA,NA,271,MPROS2362,ERS513038,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR730/ERR730959/ERR730959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR730/ERR730959/ERR730959_2.fastq.gz,2015
NA,NA,ERR737164,SAMEA2664120,MPROS1269,NA,8,NA,0.094,16,NA,NA,272,MPROS1269,ERS512131,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737164/ERR737164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737164/ERR737164_2.fastq.gz,2015
NA,NA,ERR737219,SAMEA2664136,MPROS1487,NA,8,NA,0.125,24,NA,NA,273,MPROS1487,ERS512147,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737219/ERR737219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737219/ERR737219_2.fastq.gz,2015
NA,NA,ERR715303,SAMEA2664900,MPROS2160,NA,8,NA,0.125,24,NA,NA,274,MPROS2160,ERS512911,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR715/ERR715303/ERR715303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR715/ERR715303/ERR715303_2.fastq.gz,2015
NA,NA,ERR737332,SAMEA2664204,MPROS1634,NA,8,NA,0.016,0.047,NA,NA,275,MPROS1634,ERS512215,Penicillin Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737332/ERR737332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737332/ERR737332_2.fastq.gz,2015
NA,NA,ERR737468,SAMEA2664290,MPROS1676,NA,8,NA,0.125,16,NA,NA,276,MPROS1676,ERS512301,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737468/ERR737468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737468/ERR737468_2.fastq.gz,2015
NA,NA,ERR211981,SAMEA1568593,MPROS0172,NA,22,NA,4,16,NA,NA,277,MPROS0172,ERS158713,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/ERR211981/ERR211981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/ERR211981/ERR211981_2.fastq.gz,2012-2013
NA,NA,ERR211968,SAMEA1568639,MPROS0160,NA,22,NA,6,24,NA,NA,278,MPROS0160,ERS158700,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/ERR211968/ERR211968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/ERR211968/ERR211968_2.fastq.gz,2012-2013
NA,NA,ERR294307,SAMEA1904138,RVC3__A,NA,22,NA,8,32,NA,NA,279,RVC3,ERS208605,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR294/ERR294307/ERR294307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR294/ERR294307/ERR294307_2.fastq.gz,2012-2013
NA,NA,ERR237631,SAMEA1708818,BSAR870,NA,22,NA,4,24,NA,NA,280,63514,ERS189578,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR237/ERR237631/ERR237631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR237/ERR237631/ERR237631_2.fastq.gz,2012-2013
NA,NA,ERR237621,SAMEA1708667,BSAR860,NA,22,NA,4,24,NA,NA,281,81,ERS189568,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR237/ERR237621/ERR237621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR237/ERR237621/ERR237621_2.fastq.gz,2012-2013
NA,NA,ERR234887,SAMEA1709024,h_N255,NA,22,NA,4,16,NA,NA,282,hN255,ERS179262,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR234/ERR234887/ERR234887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR234/ERR234887/ERR234887_2.fastq.gz,2012-2013
NA,NA,ERR156333,SAMEA1463394,BCVA16,NA,2274,NA,6,24,NA,NA,283,BCVA16,ERS123953,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/ERR156333/ERR156333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/ERR156333/ERR156333_2.fastq.gz,2012-2013
NA,NA,ERR302735,SAMEA1463484,RVC5,NA,22,NA,12,32,NA,NA,284,RVC5,ERS104631,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302735/ERR302735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302735/ERR302735_2.fastq.gz,2012-2013
NA,NA,ERR171912,SAMEA1522595,ASARM224,NA,2046,NA,6,32,NA,NA,285,ASARM224,ERS134155,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171912/ERR171912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171912/ERR171912_2.fastq.gz,2012-2013
NA,NA,ERR190210,SAMEA1565121,ASARH101,NA,8,NA,4,8,NA,NA,286,ASARH101,ERS134167,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/ERR190210/ERR190210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/ERR190210/ERR190210_2.fastq.gz,2012-2013
NA,NA,ERR171833,SAMEA1522587,ASARH150,NA,5,NA,0.064,24,NA,NA,287,ASARH150,ERS134003,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171833/ERR171833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171833/ERR171833_2.fastq.gz,2012-2013
NA,NA,ERR190199,SAMEA1564848,ASARH81,NA,5,NA,0.032,16,NA,NA,288,ASARH81,ERS133960,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/ERR190199/ERR190199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/ERR190199/ERR190199_2.fastq.gz,2012-2013
NA,NA,ERR171844,SAMEA1522627,ASARH163,NA,5,NA,0.064,16,NA,NA,289,ASARH163,ERS134014,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171844/ERR171844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171844/ERR171844_2.fastq.gz,2012-2013
NA,NA,ERR171845,SAMEA1522623,ASARH164,NA,5,NA,0.094,16,NA,NA,290,ASARH164,ERS134015,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171845/ERR171845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171845/ERR171845_2.fastq.gz,2012-2013
NA,NA,ERR171855,SAMEA1522646,ASARH178,NA,5,NA,0.032,24,NA,NA,291,ASARH178,ERS134173,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171855/ERR171855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171855/ERR171855_2.fastq.gz,2012-2013
NA,NA,ERR212906,SAMEA1572213,MPROS0348,NA,22,NA,0.064,6,NA,NA,292,MPROS0348,ERS163247,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212906/ERR212906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212906/ERR212906_2.fastq.gz,2012-2013
NA,NA,ERR212871,SAMEA1572275,MPROS0313,NA,5,NA,0.047,4,NA,NA,293,MPROS0313,ERS163212,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212871/ERR212871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212871/ERR212871_2.fastq.gz,2012-2013
NA,NA,ERR212833,SAMEA1572388,MPROS0141,NA,22,NA,0.032,8,NA,NA,NA,MPROS0141,ERS161429,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212833/ERR212833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212833/ERR212833_2.fastq.gz,2012-2013
NA,NA,ERR294319,SAMEA1904146,45_164,NA,45,NA,0.19,12,NA,NA,295,m-45-164,ERS208617,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR294/ERR294319/ERR294319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR294/ERR294319/ERR294319_2.fastq.gz,2012-2013
NA,NA,ERR246614,SAMEA1708781,BSAR907,NA,398,NA,0.38,16,NA,NA,296,GKP136-53,ERS189615,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR246/ERR246614/ERR246614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR246/ERR246614/ERR246614_2.fastq.gz,2012-2013
NA,NA,ERR246586,SAMEA1708949,BSAR879,NA,398,NA,0.25,16,NA,NA,297,m-38-53,ERS189587,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR246/ERR246586/ERR246586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR246/ERR246586/ERR246586_2.fastq.gz,2012-2013
NA,NA,ERR156340,SAMEA1463361,BCVA289,NA,8,NA,0.25,16,NA,NA,298,BCVA289,ERS123961,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/ERR156340/ERR156340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/ERR156340/ERR156340_2.fastq.gz,2012-2013
NA,NA,ERR237631,SAMEA1708818,BSAR870,NA,22,NA,4,24,NA,NA,280,63514,ERS189578,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR237/ERR237631/ERR237631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR237/ERR237631/ERR237631_2.fastq.gz,2012-2013
NA,NA,ERR737376,SAMEA2664287,MPROS1673,NA,22,NA,8,48,NA,NA,64,MPROS1673,ERS512298,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737376/ERR737376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737376/ERR737376_2.fastq.gz,2015
NA,NA,ERR702078,SAMEA2042717,MPROS608,NA,22,NA,12,48,NA,NA,22,MPROS608,ERS197575,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR702/ERR702078/ERR702078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR702/ERR702078/ERR702078_2.fastq.gz,2015
NA,NA,ERR715036,SAMEA2041949,MPROS1016,NA,22,NA,32,96,NA,NA,122,MPROS1016,ERS197986,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR715/ERR715036/ERR715036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR715/ERR715036/ERR715036_2.fastq.gz,2015
NA,NA,ERR702042,SAMEA2040640,MPROS487,NA,22,NA,12,64,NA,NA,17,MPROS487,ERS197537,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR702/ERR702042/ERR702042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR702/ERR702042/ERR702042_2.fastq.gz,2015
NA,NA,ERR715048,SAMEA2041712,MPROS533,NA,5,NA,6,32,NA,NA,123,MPROS0533,ERS197999,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR715/ERR715048/ERR715048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR715/ERR715048/ERR715048_2.fastq.gz,2015
NA,NA,ERR737273,SAMEA2664264,MPROS1555,NA,5,NA,8,12,NA,NA,166,MPROS1555,ERS512275,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737273/ERR737273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737273/ERR737273_2.fastq.gz,2015
NA,NA,ERR737361,SAMEA2664272,MPROS1655,NA,8,NA,3,8,NA,NA,172,MPROS1655,ERS512283,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737361/ERR737361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737361/ERR737361_2.fastq.gz,2015
NA,NA,ERR156333,SAMEA1463394,BCVA16,NA,2274,NA,6,24,NA,NA,283,BCVA16,ERS123953,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/ERR156333/ERR156333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/ERR156333/ERR156333_2.fastq.gz,2012-2013
NA,NA,ERR171912,SAMEA1522595,ASARM224,NA,2046,NA,6,32,NA,NA,285,ASARM224,ERS134155,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171912/ERR171912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171912/ERR171912_2.fastq.gz,2012-2013
NA,NA,ERR190210,SAMEA1565121,ASARH101,NA,8,NA,4,8,NA,NA,286,ASARH101,ERS134167,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/ERR190210/ERR190210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/ERR190210/ERR190210_2.fastq.gz,2012-2013
NA,NA,ERR702094,SAMEA2040803,MPROS632,NA,30,NA,16,64,NA,NA,90,MPROS0632,ERS197594,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR702/ERR702094/ERR702094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR702/ERR702094/ERR702094_2.fastq.gz,2015
NA,NA,ERR714853,SAMEA2663858,MPROS1224,NA,30,NA,12,48,NA,NA,108,MPROS1224,ERS511869,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR714/ERR714853/ERR714853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR714/ERR714853/ERR714853_2.fastq.gz,2015
NA,NA,ERR714924,SAMEA2042957,MPROS0777,NA,30,NA,96,256,NA,NA,114,MPROS0777,ERS197764,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR714/ERR714924/ERR714924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR714/ERR714924/ERR714924_2.fastq.gz,2015
NA,NA,ERR737206,SAMEA2664097,MPROS1471,NA,30,NA,32,64,NA,NA,167,MPROS1471,ERS512108,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737206/ERR737206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737206/ERR737206_2.fastq.gz,2015
NA,NA,ERR774758,SAMEA2664135,MPROS1297,NA,30,NA,6,32,NA,NA,190,MPROS1297,ERS512146,Resistant,ftp.sra.ebi.ac.uk/vol1/fastq/ERR774/ERR774758/ERR774758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR774/ERR774758/ERR774758_2.fastq.gz,2015
NA,NA,ERR714741,SAMEA2041416,MPROS880,NA,1,NA,0.094,16,NA,NA,96,MPROS0880,ERS197859,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR714/ERR714741/ERR714741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR714/ERR714741/ERR714741_2.fastq.gz,2015
NA,NA,ERR736944,SAMEA2665014,MPROS2345,NA,1,NA,0.38,12,NA,NA,125,MPROS2345,ERS513025,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR736/ERR736944/ERR736944_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR736/ERR736944/ERR736944_2.fastq.gz,2015
NA,NA,ERR715137,SAMEA2664433,MPROS1832,NA,1,NA,0.5,16,NA,NA,130,MPROS1832,ERS512444,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR715/ERR715137/ERR715137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR715/ERR715137/ERR715137_2.fastq.gz,2015
NA,NA,ERR737212,SAMEA2664116,MPROS1479,NA,1,NA,0.75,16,NA,NA,158,MPROS1479,ERS512127,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737212/ERR737212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737212/ERR737212_2.fastq.gz,2015
NA,NA,ERR742964,SAMEA2664740,MPROS1957,NA,1,NA,0.064,0.38,NA,NA,189,MPROS1957,ERS512751,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR742/ERR742964/ERR742964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR742/ERR742964/ERR742964_2.fastq.gz,2015
NA,NA,ERR737004,SAMEA2665082,MPROS2300,NA,5,NA,0.094,6,NA,NA,112,MPROS2300,ERS513093,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737004/ERR737004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737004/ERR737004_2.fastq.gz,2015
NA,NA,ERR355931,SAMEA1568646,MPROS0016,NA,5,NA,0.023,3,NA,NA,200,MPROS0016,ERS158636,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/ERR355931/ERR355931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/ERR355931/ERR355931_2.fastq.gz,2012-2013
NA,NA,ERR171833,SAMEA1522587,ASARH150,NA,5,NA,0.064,24,NA,NA,287,ASARH150,ERS134003,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171833/ERR171833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171833/ERR171833_2.fastq.gz,2012-2013
NA,NA,ERR190199,SAMEA1564848,ASARH81,NA,5,NA,0.032,16,NA,NA,288,ASARH81,ERS133960,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/ERR190199/ERR190199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/ERR190199/ERR190199_2.fastq.gz,2012-2013
NA,NA,ERR212871,SAMEA1572275,MPROS0313,NA,5,NA,0.047,4,NA,NA,293,MPROS0313,ERS163212,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212871/ERR212871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212871/ERR212871_2.fastq.gz,2012-2013
NA,NA,ERR212947,SAMEA1572527,MPROS0387,NA,8,NA,0.032,3,NA,NA,207,MPROS0387,ERS161445,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212947/ERR212947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212947/ERR212947_2.fastq.gz,2012-2013
NA,NA,ERR715053,SAMEA2041955,MPROS1020,NA,8,NA,0.38,24,NA,NA,222,MPROS1020,ERS198004,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR715/ERR715053/ERR715053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR715/ERR715053/ERR715053_2.fastq.gz,2015
NA,NA,ERR715264,SAMEA2664555,MPROS2080,NA,8,NA,0.125,24,NA,NA,234,MPROS2080,ERS512566,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR715/ERR715264/ERR715264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR715/ERR715264/ERR715264_2.fastq.gz,2015
NA,NA,ERR737219,SAMEA2664136,MPROS1487,NA,8,NA,0.125,24,NA,NA,273,MPROS1487,ERS512147,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737219/ERR737219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737219/ERR737219_2.fastq.gz,2015
NA,NA,ERR737468,SAMEA2664290,MPROS1676,NA,8,NA,0.125,16,NA,NA,276,MPROS1676,ERS512301,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737468/ERR737468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737468/ERR737468_2.fastq.gz,2015
NA,NA,ERR211971,SAMEA1568630,MPROS0163,NA,12,NA,0.064,6,NA,NA,206,MPROS0163,ERS158703,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/ERR211971/ERR211971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/ERR211971/ERR211971_2.fastq.gz,2012-2013
NA,NA,ERR701976,SAMEA2041043,MPROS741,NA,15,NA,0.047,2,NA,NA,82,MPROS0741,ERS197717,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR701/ERR701976/ERR701976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR701/ERR701976/ERR701976_2.fastq.gz,2015
NA,NA,ERR715119,SAMEA2664415,MPROS1797,NA,15,NA,0.094,4,NA,NA,127,MPROS1797,ERS512426,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR715/ERR715119/ERR715119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR715/ERR715119/ERR715119_2.fastq.gz,2015
NA,NA,ERR737118,SAMEA2664028,MPROS1395,NA,15,NA,0.125,3,NA,NA,157,MPROS1395,ERS512039,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737118/ERR737118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR737/ERR737118/ERR737118_2.fastq.gz,2015
NA,NA,ERR701909,SAMEA2042815,MPROS672,NA,22,NA,0.125,6,NA,NA,10,MPROS672,ERS197644,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR701/ERR701909/ERR701909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR701/ERR701909/ERR701909_2.fastq.gz,2015
NA,NA,ERR702202,SAMEA2664846,MPROS2048,NA,22,NA,0.023,2,NA,NA,27,MPROS2048,ERS512857,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR702/ERR702202/ERR702202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR702/ERR702202/ERR702202_2.fastq.gz,2015
NA,NA,ERR736955,SAMEA2665033,MPROS2370,NA,22,NA,0.125,3,NA,NA,51,MPROS2370,ERS513044,Susceptible,ftp.sra.ebi.ac.uk/vol1/fastq/ERR736/ERR736955/ERR736955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR736/ERR736955/ERR736955_2.fastq.gz,2015
